0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
29939760.000 29712672.000 40409712.000 29712672.000 28302336.000 22828320.000 22816368.000 22816368.000 22816368.000 22816368.000 22840272.000 22840272.000 22756608.000 22756608.000 22756608.000 26664912.000 26664912.000 26664912.000 22601232.000 22601232.000 22601232.000 22601232.000 22601232.000 22601232.000 22601232.000 22601232.000 22445856.000 22445856.000 22445856.000 22445856.000 22445856.000 22445856.000 32879952.000 32879952.000 32879952.000 32724576.000 32891904.000 16314480.000 18764640.000 13386240.000 994322736.000
25971696.000 26198784.000 23629104.000 29425824.000 23653008.000 23103216.000 23043456.000 23043456.000 23043456.000 23043456.000 23031504.000 23031504.000 23115168.000 23115168.000 23115168.000 23880096.000 23880096.000 23880096.000 23246640.000 23079312.000 23079312.000 22959792.000 22995648.000 22995648.000 22995648.000 22983696.000 23103216.000 23091264.000 23091264.000 23091264.000 23091264.000 23091264.000 37409760.000 37409760.000 37409760.000 37397808.000 37397808.000 18274608.000 22601232.000 17999712.000 999999936.000
23294448.000 23162976.000 23127120.000 23174928.000 23174928.000 23091264.000 23151024.000 23151024.000 23151024.000 23151024.000 24370128.000 24370128.000 24370128.000 24370128.000 24370128.000 24537456.000 23354208.000 23354208.000 23186880.000 23354208.000 23354208.000 23485680.000 23473728.000 23473728.000 23473728.000 23473728.000 23473728.000 23473728.000 23473728.000 23473728.000 23473728.000 23306400.000 34923744.000 34923744.000 34923744.000 39166704.000 39166704.000 20043504.000 24370128.000 19804464.000 999999936.000
22565376.000 22696848.000 22410000.000 22696848.000 22410000.000 22720752.000 22720752.000 22720752.000 22720752.000 22637088.000 26222688.000 26222688.000 26222688.000 26222688.000 26222688.000 26222688.000 22613184.000 22541472.000 22541472.000 22541472.000 22541472.000 22541472.000 22541472.000 22541472.000 22565376.000 22565376.000 22529520.000 22314384.000 22314384.000 22302432.000 22302432.000 22230720.000 35975520.000 35975520.000 35975520.000 40266288.000 40266288.000 21453840.000 25708752.000 21214800.000 999999936.000
24083280.000 21202848.000 21166992.000 21202848.000 21166992.000 21166992.000 21166992.000 21166992.000 26139024.000 25194816.000 25290432.000 25290432.000 25290432.000 25290432.000 25290432.000 21346272.000 21250656.000 21346272.000 21346272.000 21346272.000 21346272.000 21346272.000 21346272.000 21202848.000 21202848.000 21202848.000 21238704.000 22852224.000 22852224.000 22864176.000 22613184.000 22517568.000 40170672.000 40170672.000 40170672.000 42764256.000 39286224.000 26091216.000 28230624.000 23784480.000 999999936.000
22708800.000 21095280.000 21095280.000 21095280.000 21095280.000 21095280.000 21095280.000 21095280.000 21190896.000 21537504.000 21537504.000 21537504.000 21537504.000 21501648.000 21394080.000 20927952.000 20939904.000 20939904.000 20939904.000 20939904.000 20939904.000 20939904.000 20939904.000 26258544.000 26258544.000 26258544.000 29652912.000 23951808.000 23951808.000 23951808.000 24202800.000 24262560.000 42333984.000 42333984.000 42333984.000 41306112.000 32545296.000 29031408.000 31804272.000 21441888.000 999999936.000
25266528.000 20892096.000 20892096.000 20892096.000 20892096.000 20892096.000 20892096.000 24836256.000 24776496.000 24752592.000 24752592.000 24752592.000 24752592.000 24776496.000 24549408.000 20999664.000 21011616.000 20856240.000 20856240.000 20856240.000 20856240.000 20856240.000 20856240.000 25003584.000 25003584.000 25003584.000 22398048.000 20999664.000 20999664.000 20999664.000 20999664.000 20987712.000 43529184.000 43326000.000 43218432.000 46732320.000 28720656.000 33071184.000 26915904.000 16374240.000 999999936.000
21848256.000 21489696.000 21489696.000 21489696.000 21489696.000 21489696.000 21489696.000 21967776.000 22003632.000 22003632.000 22003632.000 22003632.000 21872160.000 21872160.000 26318304.000 21382128.000 21358224.000 26413920.000 21525552.000 21525552.000 21525552.000 21513600.000 21513600.000 25792416.000 25768512.000 21561408.000 21429936.000 21453840.000 21453840.000 21453840.000 21453840.000 21453840.000 46325952.000 46529136.000 46576944.000 42477408.000 24083280.000 35987472.000 30095136.000 18513648.000 999999936.000
18920016.000 18943920.000 18943920.000 18943920.000 19051488.000 19039536.000 19039536.000 19039536.000 27561312.000 27561312.000 27561312.000 27561312.000 19171008.000 19171008.000 19625184.000 19171008.000 19051488.000 23258592.000 19051488.000 19051488.000 19051488.000 19051488.000 19051488.000 23413968.000 19553472.000 19171008.000 19003680.000 30907872.000 23390064.000 23318352.000 23318352.000 18884160.000 53317872.000 53317872.000 53377632.000 48979296.000 25565328.000 36800208.000 31051296.000 19756656.000 999999936.000
24728688.000 21286512.000 24716736.000 21298464.000 25696800.000 21023568.000 21023568.000 20880144.000 21226752.000 21226752.000 21226752.000 21226752.000 20880144.000 20880144.000 20880144.000 20880144.000 23210784.000 20987712.000 23210784.000 23210784.000 23210784.000 20880144.000 20880144.000 21143088.000 20712816.000 21573360.000 21728736.000 23736672.000 20844288.000 20951856.000 20951856.000 24561360.000 41306112.000 41306112.000 41306112.000 52983216.000 27943776.000 38724480.000 33274368.000 22278528.000 999999936.000
21489696.000 20414016.000 21453840.000 20414016.000 20712816.000 20545488.000 20533536.000 20676960.000 20641104.000 20641104.000 20641104.000 20641104.000 20676960.000 20676960.000 20497680.000 20497680.000 27501552.000 20545488.000 27405936.000 22541472.000 22541472.000 24692832.000 24692832.000 24692832.000 20676960.000 24298416.000 24286464.000 24286464.000 20676960.000 20676960.000 20676960.000 21728736.000 41616864.000 41616864.000 41557104.000 53891568.000 29174832.000 30489552.000 30764448.000 27812304.000 999999936.000
20653056.000 22386096.000 22386096.000 22386096.000 22386096.000 20653056.000 20653056.000 20653056.000 20653056.000 20653056.000 20653056.000 20784528.000 20784528.000 20784528.000 20772576.000 20724768.000 20593296.000 20581344.000 25218720.000 20569392.000 20425968.000 26127072.000 26127072.000 26127072.000 20342304.000 20342304.000 24955776.000 24955776.000 20342304.000 20342304.000 20390112.000 20390112.000 43493328.000 43493328.000 43553088.000 48190464.000 28935792.000 30023424.000 34553232.000 31959648.000 999999936.000
19147104.000 22051440.000 21991680.000 21991680.000 21788496.000 26939808.000 26939808.000 26939808.000 26939808.000 26939808.000 26939808.000 19171008.000 19171008.000 19171008.000 19350288.000 19398096.000 23712768.000 19338336.000 19338336.000 19362240.000 19493712.000 19493712.000 19493712.000 19302480.000 19362240.000 19362240.000 19362240.000 19350288.000 19350288.000 19182960.000 19147104.000 19147104.000 44879760.000 44879760.000 44879760.000 52170480.000 31493520.000 31433760.000 36537264.000 35055216.000 999999936.000
20390112.000 20378160.000 20461824.000 20461824.000 24752592.000 21382128.000 21334320.000 21250656.000 21155040.000 21155040.000 21155040.000 20270592.000 20270592.000 20270592.000 20270592.000 20270592.000 24573312.000 20270592.000 20258640.000 20258640.000 20151072.000 20151072.000 20151072.000 20210832.000 20186928.000 20210832.000 20210832.000 20210832.000 20210832.000 20390112.000 20390112.000 20390112.000 46361808.000 46361808.000 46361808.000 57955248.000 34923744.000 33860016.000 33369984.000 37350000.000 999999936.000
26043408.000 26043408.000 26043408.000 26043408.000 18609264.000 25864128.000 25864128.000 25947792.000 26043408.000 18728784.000 18728784.000 18728784.000 18728784.000 18776592.000 18776592.000 18776592.000 18728784.000 18573408.000 18573408.000 18453888.000 18489744.000 18489744.000 18489744.000 18657072.000 18657072.000 18645120.000 18645120.000 18597312.000 26150976.000 26150976.000 26043408.000 26043408.000 40266288.000 40266288.000 40266288.000 58552848.000 35879904.000 34684704.000 26844192.000 38102976.000 999999936.000
20832336.000 20832336.000 20832336.000 20832336.000 20163024.000 24967728.000 24967728.000 24967728.000 24967728.000 20270592.000 20318400.000 20318400.000 20318400.000 20294496.000 20186928.000 20186928.000 20186928.000 20186928.000 20055456.000 20306448.000 20390112.000 20390112.000 20390112.000 20354256.000 20354256.000 20354256.000 20354256.000 26234640.000 28338192.000 25386048.000 21011616.000 21011616.000 36704592.000 36704592.000 36704592.000 61744032.000 38377872.000 32091120.000 29210688.000 37899792.000 999999936.000
23449824.000 23449824.000 23449824.000 23449824.000 23437872.000 23533488.000 23533488.000 23533488.000 23533488.000 23449824.000 19947888.000 19947888.000 19947888.000 19935936.000 20210832.000 20210832.000 20210832.000 20210832.000 20342304.000 20234736.000 20210832.000 20210832.000 20318400.000 20318400.000 20318400.000 20318400.000 20318400.000 23581296.000 22039488.000 20258640.000 23653008.000 23605200.000 39106944.000 39106944.000 39106944.000 62544816.000 41616864.000 26760528.000 22852224.000 37732464.000 999999936.000
23939856.000 23939856.000 24238656.000 24238656.000 22900032.000 23832288.000 23832288.000 23832288.000 23832288.000 22900032.000 25326288.000 25326288.000 22242672.000 22242672.000 18597312.000 19589328.000 18465840.000 18465840.000 18465840.000 21848256.000 18585360.000 18585360.000 18525600.000 25027488.000 25027488.000 25027488.000 25027488.000 18800496.000 22816368.000 22816368.000 19266624.000 19314432.000 40780224.000 40780224.000 40780224.000 48895632.000 32186736.000 24501600.000 23509584.000 41688576.000 999999936.000
