-nan -nan
0.788 0.784
0.396 0.396
0.646 0.639
0.617 0.621
0.606 0.607
0.525 0.558
0.450 0.423
0.676 0.793
0.830 0.836
0.621 0.637
0.558 0.564
0.507 0.505
0.625 0.635
0.501 0.501
0.612 0.619
0.570 0.567
0.533 0.544
0.583 0.588
0.544 0.559
0.526 0.521
0.445 0.446
0.635 0.642
0.756 0.747
0.809 0.818
0.879 0.872
0.909 0.908
0.909 0.907
0.936 0.935
0.939 0.944
0.951 0.951
0.968 0.967
0.972 0.971
0.963 0.965
0.972 0.971
0.961 0.961
0.952 0.954
0.966 0.964
0.962 0.963
0.968 0.968
0.976 0.975
0.946 0.950
0.962 0.960
0.962 0.964
0.957 0.956
0.968 0.967
0.962 0.962
0.953 0.953
0.963 0.963
0.968 0.970
0.975 0.975
0.978 0.978
0.946 0.949
0.954 0.955
0.966 0.966
0.937 0.935
0.954 0.958
0.966 0.966
0.877 0.895
0.913 0.910
0.883 0.883
0.695 0.705
0.518 0.521
0.494 0.497
0.484 0.486
0.490 0.488
0.531 0.541
0.672 0.670
0.790 0.792
0.723 0.724
0.512 0.510
0.582 0.594
0.478 0.473
0.694 0.686
0.540 0.552
0.571 0.563
0.402 0.414
0.647 0.642
0.754 0.754
0.820 0.817
0.889 0.888
0.918 0.917
0.937 0.940
0.957 0.955
0.965 0.967
0.954 0.951
0.964 0.965
0.968 0.968
0.955 0.954
0.962 0.966
0.968 0.964
0.966 0.970
0.974 0.972
0.968 0.970
0.971 0.972
0.976 0.975
0.971 0.970
0.969 0.972
0.976 0.974
