-nan -nan
0.856 0.861
0.810 0.821
0.660 0.665
0.834 0.837
0.915 0.917
0.812 0.793
0.959 0.971
0.878 0.845
0.661 0.632
0.859 0.884
0.937 0.935
0.913 0.913
0.883 0.875
0.873 0.896
0.830 0.828
0.963 0.970
0.757 0.777
0.801 0.809
0.758 0.754
0.790 0.775
0.844 0.869
0.703 0.733
0.848 0.840
0.813 0.816
0.780 0.723
0.868 0.894
0.914 0.913
0.901 0.850
0.947 0.955
0.810 0.814
0.830 0.831
0.885 0.886
0.945 0.947
0.837 0.837
0.905 0.904
0.895 0.844
0.843 0.912
0.862 0.911
0.916 0.955
0.852 0.855
0.850 0.800
0.953 0.984
0.901 0.902
0.896 0.898
0.909 0.897
0.957 0.945
0.885 0.902
0.939 0.891
0.879 0.912
0.918 0.920
0.875 0.873
0.903 0.905
0.873 0.888
0.842 0.850
0.864 0.864
0.779 0.782
0.973 0.915
0.910 0.929
0.972 0.974
0.912 0.915
0.962 0.964
0.863 0.847
0.900 0.908
0.919 0.918
0.862 0.868
0.906 0.845
0.951 0.968
0.871 0.866
0.871 0.837
0.855 0.881
0.865 0.847
0.820 0.857
0.812 0.815
0.805 0.796
0.692 0.713
0.859 0.857
0.796 0.705
0.873 0.933
0.860 0.853
0.900 0.935
0.847 0.858
0.841 0.848
0.888 0.830
0.755 0.775
0.852 0.867
0.904 0.909
0.839 0.818
0.949 0.970
0.831 0.850
0.804 0.698
0.865 0.941
0.903 0.870
0.840 0.882
0.899 0.895
0.956 0.949
0.963 0.965
0.793 0.747
0.848 0.881
