-nan -nan
1.000 0.914
0.904 0.873
0.867 0.895
0.809 0.811
0.619 0.678
0.729 0.740
0.663 0.668
0.793 0.711
0.674 0.789
0.690 0.705
0.777 0.689
0.775 0.730
0.766 0.762
0.750 0.754
0.726 0.785
0.731 0.816
0.819 0.741
0.660 0.631
0.698 0.776
0.485 0.536
0.573 0.491
0.521 0.527
0.501 0.527
0.527 0.509
0.537 0.497
0.489 0.515
0.485 0.539
0.544 0.575
0.585 0.569
0.567 0.478
0.494 0.570
0.613 0.610
0.527 0.487
0.539 0.663
0.558 0.548
0.433 0.370
0.432 0.400
0.391 0.415
0.381 0.459
0.496 0.374
0.349 0.425
0.495 0.402
0.391 0.505
0.427 0.404
0.493 0.422
0.503 0.481
0.496 0.490
0.485 0.485
0.469 0.469
0.443 0.455
0.414 0.466
0.460 0.556
0.465 0.340
0.333 0.506
0.389 0.355
0.347 0.350
0.282 0.347
0.289 0.288
0.307 0.307
0.325 0.320
0.333 0.275
0.299 0.276
0.272 0.316
0.335 0.385
0.377 0.276
0.271 0.325
0.383 0.391
0.318 0.271
0.355 0.454
0.393 0.369
0.309 0.406
0.289 0.266
0.297 0.272
0.284 0.284
0.273 0.301
0.279 0.310
0.326 0.290
0.297 0.252
0.252 0.306
0.335 0.343
0.305 0.251
0.281 0.369
0.377 0.281
0.263 0.352
0.411 0.437
0.226 0.280
0.237 0.243
0.271 0.196
0.185 0.248
0.257 0.195
0.247 0.255
0.215 0.258
0.228 0.251
0.242 0.242
0.257 0.257
0.274 0.253
0.292 0.249
0.278 0.248
