0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 29376000.000 27901440.000 27901440.000 27129600.000 26426880.000 26426880.000 24952320.000 24952320.000 24952320.000 23477760.000 23477760.000 22003200.000 22003200.000 22003200.000 20528640.000 20528640.000 19054080.000 19054080.000 19054080.000 17579520.000 17579520.000 17579520.000 16104960.000 16104960.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 51229440.000 51079680.000 50929920.000 50607360.000 50307840.000 49996800.000 49536000.000 48925440.000 3580992000.000
134184960.000 134184960.000 75006720.000 74419200.000 73820160.000 72725760.000 72760320.000 71608320.000 71712000.000 71723520.000 69488640.000 69615360.000 69085440.000 68002560.000 67979520.000 66908160.000 66885120.000 66631680.000 72967680.000 72898560.000 71642880.000 71608320.000 71619840.000 68509440.000 68947200.000 69258240.000 64143360.000 64408320.000 65088000.000 65548800.000 65698560.000 65583360.000 65606400.000 65502720.000 65629440.000 65640960.000 65606400.000 65537280.000 65560320.000 65687040.000 65583360.000 65594880.000 65502720.000 65629440.000 65640960.000 65606400.000 65537280.000 65560320.000 65698560.000 65594880.000 65594880.000 65583360.000 65871360.000 65905920.000 65882880.000 65825280.000 65894400.000 65986560.000 65928960.000 65882880.000 65825280.000 65894400.000 65905920.000 65871360.000 65779200.000 65813760.000 65871360.000 65813760.000 65790720.000 65802240.000 65894400.000 65940480.000 65986560.000 65952000.000 65975040.000 65260800.000 65433600.000 66424320.000 66297600.000 68002560.000 66689280.000 66804480.000 68313600.000 67368960.000 65986560.000 66516480.000 66539520.000 66965760.000 66585600.000 66182400.000 66769920.000 66643200.000 68163840.000 67829760.000 68048640.000 69523200.000 69592320.000 69661440.000 71285760.000 69753600.000 71228160.000 69696000.000 69661440.000 69788160.000 68198400.000 68244480.000 68417280.000 66804480.000 66585600.000 64823040.000 64765440.000 64869120.000 63947520.000 64327680.000 64512000.000 64558080.000 64339200.000 63797760.000 63624960.000 61896960.000 62219520.000 62196480.000 57795840.000 58095360.000 57991680.000 57738240.000 57288960.000 57496320.000 7511040.000 7188480.000 7061760.000 7107840.000 7165440.000 6888960.000 6750720.000 7084800.000 8720167680.000
150958080.000 150958080.000 75663360.000 75709440.000 75663360.000 75398400.000 75398400.000 75663360.000 75663360.000 75663360.000 75663360.000 75605760.000 75663360.000 75398400.000 75398400.000 75663360.000 75605760.000 75663360.000 75421440.000 75363840.000 75686400.000 75628800.000 75628800.000 74649600.000 75294720.000 75479040.000 74131200.000 73923840.000 73716480.000 73820160.000 74131200.000 74027520.000 73820160.000 73716480.000 74027520.000 74131200.000 73923840.000 73716480.000 73820160.000 74131200.000 74027520.000 73820160.000 73716480.000 74027520.000 74131200.000 73923840.000 73716480.000 73820160.000 72622080.000 72518400.000 71677440.000 70318080.000 70548480.000 70018560.000 69776640.000 69085440.000 67714560.000 67910400.000 66723840.000 66228480.000 65802240.000 65802240.000 65871360.000 65710080.000 65525760.000 65617920.000 65894400.000 65779200.000 65617920.000 65525760.000 65802240.000 65871360.000 65664000.000 65479680.000 65571840.000 65848320.000 65756160.000 66309120.000 67461120.000 67599360.000 69350400.000 69373440.000 69488640.000 70444800.000 71435520.000 72806400.000 72760320.000 73912320.000 74016000.000 74280960.000 75317760.000 75064320.000 74695680.000 73301760.000 73301760.000 72887040.000 73094400.000 73405440.000 73820160.000 75697920.000 75640320.000 75363840.000 75628800.000 75697920.000 75640320.000 75640320.000 75651840.000 75697920.000 75525120.000 75617280.000 75456000.000 75674880.000 75697920.000 75663360.000 75663360.000 75663360.000 75709440.000 75709440.000 75605760.000 73198080.000 73820160.000 73820160.000 67161600.000 67173120.000 67161600.000 67150080.000 67150080.000 67150080.000 51886080.000 48971520.000 46955520.000 44317440.000 41322240.000 47600640.000 44858880.000 44951040.000 9784477440.000
134184960.000 134184960.000 67645440.000 67691520.000 67645440.000 67415040.000 67415040.000 67645440.000 67645440.000 67645440.000 67645440.000 67599360.000 67645440.000 67415040.000 67415040.000 67645440.000 67599360.000 67645440.000 67461120.000 67415040.000 67691520.000 67645440.000 67645440.000 66769920.000 67368960.000 67507200.000 66493440.000 66389760.000 66263040.000 66332160.000 66493440.000 66447360.000 66332160.000 66263040.000 66447360.000 66493440.000 66389760.000 66263040.000 66332160.000 66493440.000 66447360.000 66332160.000 66263040.000 66447360.000 66493440.000 66389760.000 66263040.000 66332160.000 68002560.000 67956480.000 68474880.000 69661440.000 69926400.000 70606080.000 70536960.000 70894080.000 72437760.000 71239680.000 72253440.000 71781120.000 70836480.000 71193600.000 70686720.000 70467840.000 70272000.000 68544000.000 68544000.000 67772160.000 66942720.000 66839040.000 66389760.000 66447360.000 66378240.000 66193920.000 66309120.000 66493440.000 66412800.000 66263040.000 66631680.000 67507200.000 67553280.000 67553280.000 67645440.000 67507200.000 67322880.000 67553280.000 67553280.000 67599360.000 67415040.000 67322880.000 67415040.000 67173120.000 66816000.000 65940480.000 65940480.000 65571840.000 65756160.000 66032640.000 66332160.000 67691520.000 67645440.000 67415040.000 67645440.000 67691520.000 67645440.000 67645440.000 67645440.000 67691520.000 67553280.000 67645440.000 67495680.000 67691520.000 67691520.000 67645440.000 67645440.000 67645440.000 67691520.000 67691520.000 67599360.000 65848320.000 66332160.000 66332160.000 60410880.000 60410880.000 60410880.000 60410880.000 60410880.000 60410880.000 137687040.000 125982720.000 120960000.000 114428160.000 102631680.000 102608640.000 94821120.000 93795840.000 9629141760.000
134184960.000 134184960.000 68014080.000 68060160.000 68014080.000 67783680.000 67783680.000 68014080.000 68014080.000 68014080.000 68014080.000 67968000.000 68014080.000 67783680.000 67783680.000 68014080.000 67968000.000 68014080.000 67829760.000 67783680.000 68060160.000 68014080.000 68014080.000 67138560.000 67737600.000 67875840.000 66862080.000 66769920.000 66677760.000 66723840.000 66862080.000 65306880.000 65168640.000 64569600.000 63221760.000 63302400.000 62519040.000 62369280.000 62703360.000 60768000.000 60756480.000 59650560.000 58993920.000 58924800.000 58510080.000 58452480.000 58371840.000 58406400.000 58533120.000 58464000.000 58406400.000 58371840.000 58487040.000 58510080.000 58452480.000 58325760.000 58360320.000 59961600.000 59938560.000 60503040.000 61666560.000 61920000.000 62553600.000 62542080.000 62507520.000 64350720.000 64673280.000 65364480.000 65952000.000 65940480.000 66723840.000 66792960.000 66677760.000 66631680.000 66631680.000 66769920.000 66746880.000 66677760.000 66908160.000 67783680.000 67829760.000 67921920.000 68014080.000 67875840.000 67691520.000 67921920.000 67921920.000 67968000.000 67783680.000 67691520.000 67783680.000 67553280.000 67184640.000 66493440.000 66493440.000 66263040.000 66389760.000 66539520.000 66723840.000 68060160.000 68014080.000 67783680.000 68014080.000 68060160.000 68014080.000 68014080.000 68014080.000 68060160.000 67921920.000 68014080.000 67875840.000 68060160.000 68060160.000 68014080.000 68014080.000 68014080.000 68060160.000 68060160.000 67968000.000 66447360.000 66723840.000 66723840.000 61067520.000 61079040.000 61067520.000 61056000.000 61056000.000 61056000.000 147767040.000 149736960.000 148930560.000 148435200.000 143907840.000 143228160.000 137859840.000 136224000.000 9648610560.000
119773440.000 119750400.000 61171200.000 62092800.000 61597440.000 61758720.000 61424640.000 62081280.000 61597440.000 60894720.000 62023680.000 61090560.000 60572160.000 60019200.000 59616000.000 59811840.000 59777280.000 59811840.000 59650560.000 59616000.000 59857920.000 59811840.000 59811840.000 59074560.000 59569920.000 59696640.000 58809600.000 58728960.000 58648320.000 58682880.000 58809600.000 60272640.000 60238080.000 60756480.000 62357760.000 62369280.000 62979840.000 62956800.000 62703360.000 64903680.000 64823040.000 65756160.000 66332160.000 66654720.000 67161600.000 67046400.000 66954240.000 67000320.000 67138560.000 67115520.000 67000320.000 66954240.000 67092480.000 67161600.000 67046400.000 67000320.000 67046400.000 67184640.000 67138560.000 67046400.000 67000320.000 67138560.000 67184640.000 67092480.000 67000320.000 67046400.000 67184640.000 67138560.000 67046400.000 67000320.000 67138560.000 67184640.000 67092480.000 67000320.000 67046400.000 67184640.000 67138560.000 67046400.000 67322880.000 68198400.000 68244480.000 68290560.000 68382720.000 68244480.000 68060160.000 68290560.000 68290560.000 68336640.000 68152320.000 68060160.000 68152320.000 67921920.000 67553280.000 66862080.000 66862080.000 66677760.000 66769920.000 66908160.000 67092480.000 68428800.000 68382720.000 68152320.000 68382720.000 68428800.000 68382720.000 68382720.000 68382720.000 68428800.000 68290560.000 68382720.000 68244480.000 68428800.000 68428800.000 68382720.000 68382720.000 68382720.000 68428800.000 68440320.000 68336640.000 66816000.000 67092480.000 67092480.000 61770240.000 61781760.000 61781760.000 61758720.000 61747200.000 61758720.000 148181760.000 146972160.000 146776320.000 146949120.000 150958080.000 147790080.000 150405120.000 149011200.000 9638288640.000
131823360.000 131846400.000 67345920.000 66516480.000 66919680.000 66332160.000 66666240.000 66435840.000 66919680.000 67622400.000 66493440.000 67345920.000 67944960.000 68071680.000 68474880.000 68705280.000 68659200.000 68716800.000 68520960.000 68474880.000 68751360.000 68705280.000 68705280.000 67875840.000 68428800.000 68567040.000 67553280.000 67461120.000 67368960.000 67415040.000 67553280.000 67507200.000 67415040.000 67368960.000 67507200.000 67553280.000 67461120.000 67368960.000 67415040.000 67553280.000 67507200.000 67415040.000 67368960.000 67507200.000 67553280.000 67461120.000 67368960.000 67415040.000 67553280.000 67507200.000 67415040.000 67368960.000 67507200.000 67553280.000 67461120.000 67368960.000 67415040.000 67553280.000 67507200.000 67415040.000 67368960.000 67507200.000 67553280.000 67461120.000 67368960.000 67415040.000 67553280.000 67507200.000 67415040.000 67368960.000 67507200.000 67553280.000 67461120.000 67368960.000 67415040.000 67553280.000 67507200.000 67415040.000 67691520.000 68567040.000 68613120.000 68578560.000 67841280.000 67680000.000 66021120.000 66309120.000 66320640.000 65226240.000 64995840.000 63521280.000 62830080.000 62622720.000 60629760.000 59443200.000 58993920.000 58648320.000 58728960.000 58844160.000 59005440.000 60180480.000 60134400.000 59938560.000 60134400.000 60180480.000 60134400.000 60134400.000 60134400.000 60180480.000 60053760.000 60134400.000 60019200.000 60180480.000 60180480.000 60134400.000 60168960.000 60168960.000 60203520.000 60215040.000 60134400.000 58763520.000 59005440.000 59005440.000 54593280.000 54593280.000 54593280.000 54593280.000 54593280.000 54593280.000 149875200.000 149379840.000 148654080.000 148308480.000 149667840.000 148769280.000 148608000.000 148527360.000 9638876160.000
134184960.000 134184960.000 69120000.000 69166080.000 69120000.000 68855040.000 68866560.000 69120000.000 69120000.000 69120000.000 69120000.000 69062400.000 69120000.000 68866560.000 68855040.000 69120000.000 69062400.000 69120000.000 68912640.000 68855040.000 69154560.000 69108480.000 69108480.000 68244480.000 68797440.000 68958720.000 67921920.000 67829760.000 67737600.000 67818240.000 67921920.000 67875840.000 67783680.000 67749120.000 67875840.000 66435840.000 66286080.000 65387520.000 64385280.000 64293120.000 63578880.000 63394560.000 63717120.000 61712640.000 61712640.000 61090560.000 59938560.000 60030720.000 59454720.000 59397120.000 59339520.000 59316480.000 59420160.000 59431680.000 59374080.000 59293440.000 59374080.000 59454720.000 59397120.000 59293440.000 59270400.000 59374080.000 59408640.000 59328000.000 59247360.000 59328000.000 59408640.000 59374080.000 59293440.000 59270400.000 59374080.000 59408640.000 59328000.000 59247360.000 59328000.000 59408640.000 59374080.000 59293440.000 59535360.000 60307200.000 60353280.000 60480000.000 61401600.000 61286400.000 62588160.000 62749440.000 62737920.000 63924480.000 63786240.000 65088000.000 65952000.000 65721600.000 67046400.000 66919680.000 67368960.000 67368960.000 67461120.000 67599360.000 67783680.000 69154560.000 69108480.000 68855040.000 69108480.000 69154560.000 69108480.000 69108480.000 69108480.000 69154560.000 69004800.000 69096960.000 68947200.000 69143040.000 69154560.000 69120000.000 69120000.000 69120000.000 69166080.000 69166080.000 69073920.000 67507200.000 67829760.000 67829760.000 63083520.000 63083520.000 63083520.000 63083520.000 63072000.000 63072000.000 149299200.000 148884480.000 148711680.000 148584960.000 148469760.000 149149440.000 149172480.000 149057280.000 9639820800.000
117411840.000 117411840.000 60779520.000 60825600.000 60779520.000 60583680.000 60583680.000 60779520.000 60779520.000 60779520.000 60779520.000 60744960.000 60779520.000 60583680.000 60583680.000 60779520.000 60744960.000 60779520.000 60618240.000 60583680.000 60825600.000 60779520.000 60779520.000 60019200.000 60537600.000 60664320.000 59731200.000 59650560.000 59569920.000 59650560.000 59731200.000 59696640.000 59616000.000 59616000.000 59696640.000 61217280.000 61194240.000 61920000.000 63083520.000 63360000.000 63993600.000 64005120.000 63648000.000 65859840.000 65940480.000 66389760.000 67368960.000 67438080.000 68198400.000 68175360.000 68060160.000 68048640.000 68152320.000 68221440.000 68106240.000 68014080.000 68106240.000 68198400.000 68175360.000 68106240.000 68106240.000 68198400.000 68244480.000 68152320.000 68060160.000 68152320.000 68244480.000 68198400.000 68106240.000 68106240.000 68198400.000 68244480.000 68152320.000 68060160.000 68152320.000 68244480.000 68198400.000 68106240.000 68405760.000 69304320.000 69350400.000 69396480.000 69488640.000 69350400.000 69154560.000 69396480.000 69396480.000 69442560.000 69258240.000 69166080.000 69258240.000 69016320.000 68659200.000 67944960.000 67944960.000 67737600.000 67829760.000 67968000.000 68152320.000 69534720.000 69488640.000 69258240.000 69488640.000 69511680.000 69488640.000 69488640.000 69431040.000 69534720.000 69396480.000 69488640.000 69350400.000 69477120.000 68209920.000 67806720.000 66389760.000 66343680.000 66908160.000 66055680.000 65998080.000 63682560.000 63555840.000 63532800.000 59316480.000 58993920.000 57196800.000 56344320.000 55722240.000 55722240.000 148147200.000 147732480.000 147571200.000 147398400.000 147029760.000 148446720.000 147939840.000 148204800.000 9640972800.000
