-nan -nan
0.930 0.905
0.956 0.936
0.967 0.973
0.968 0.964
0.919 0.923
0.912 0.921
0.919 0.916
0.918 0.915
0.917 0.922
0.924 0.919
0.920 0.923
0.926 0.922
0.922 0.927
0.929 0.923
0.925 0.929
0.930 0.926
0.931 0.932
0.929 0.933
0.934 0.932
0.935 0.933
0.936 0.937
0.936 0.938
0.937 0.939
0.941 0.940
0.942 0.940
0.943 0.941
0.944 0.944
0.945 0.945
0.946 0.946
0.947 0.948
0.947 0.949
0.948 0.950
0.950 0.948
0.952 0.949
0.949 0.949
0.950 0.950
0.950 0.954
0.954 0.951
0.953 0.952
0.952 0.954
0.955 0.955
0.955 0.953
0.953 0.957
0.958 0.954
0.955 0.957
0.959 0.958
0.956 0.958
0.961 0.959
0.958 0.961
0.962 0.958
0.961 0.963
0.962 0.960
0.964 0.964
0.963 0.964
0.964 0.963
0.966 0.965
0.967 0.967
0.965 0.967
0.968 0.967
0.970 0.967
0.970 0.970
0.971 0.971
0.972 0.972
0.973 0.973
0.972 0.974
0.974 0.974
0.975 0.975
0.976 0.975
0.976 0.976
0.977 0.976
0.977 0.977
0.975 0.977
0.977 0.976
0.977 0.976
0.976 0.976
0.976 0.979
0.977 0.977
0.978 0.977
0.977 0.976
0.977 0.977
0.977 0.979
0.979 0.977
0.977 0.976
0.977 0.980
0.980 0.978
0.978 0.977
0.979 0.980
0.979 0.978
0.978 0.980
0.981 0.978
0.979 0.980
0.981 0.980
0.979 0.980
0.982 0.981
0.980 0.982
0.982 0.980
0.981 0.982
0.982 0.980
