0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
4458096.000 2748960.000 1984032.000 1649376.000 1458144.000 1314720.000 1314720.000 1422288.000 1505952.000 1625472.000 1434240.000 1183248.000 944208.000 836640.000 980064.000 1111536.000 1756944.000 27728640.000
2856528.000 2952144.000 5796720.000 2999952.000 3848544.000 2139408.000 1876464.000 2211120.000 2294784.000 1984032.000 1840608.000 1266912.000 741024.000 4350528.000 1027872.000 1972080.000 8019792.000 48178512.000
35856.000 179280.000 10589472.000 179280.000 11330496.000 7230960.000 7493904.000 8378352.000 8593488.000 7314624.000 7924176.000 6143328.000 4768848.000 0.000 5223024.000 4876416.000 1733040.000 91994544.000
6920208.000 8629344.000 454176.000 5952096.000 10577520.000 7697088.000 6633360.000 8115408.000 4027824.000 11952.000 7613424.000 6466032.000 5593536.000 3382416.000 5641344.000 6274800.000 5999904.000 99990432.000
16983792.000 6119424.000 167328.000 3740976.000 6752880.000 2521872.000 2438208.000 15764688.000 4231008.000 23904.000 14617296.000 9095472.000 2557728.000 322704.000 59760.000 0.000 10051632.000 95448672.000
7780752.000 6215040.000 1756944.000 3095568.000 1470096.000 1171296.000 1027872.000 4601520.000 8928144.000 1733040.000 18967824.000 9621360.000 5593536.000 3944160.000 2426256.000 5270832.000 7254864.000 90859104.000
5701104.000 7314624.000 5007888.000 6298704.000 2545776.000 4159296.000 1864512.000 1709136.000 6573600.000 4900320.000 4099536.000 11521728.000 8748864.000 7601472.000 5689152.000 8940096.000 6573600.000 99249408.000
5940144.000 7195104.000 4995936.000 6430176.000 3800736.000 4948128.000 3286800.000 3657312.000 4637376.000 5474016.000 4804704.000 10744848.000 7888320.000 7386336.000 6035760.000 8330544.000 4446144.000 100002384.000
7422192.000 4099536.000 4709088.000 7219008.000 5904288.000 6358464.000 1470096.000 5820624.000 2641392.000 2737008.000 3872448.000 5928192.000 11342448.000 10159200.000 4470048.000 10720944.000 5127408.000 100002384.000
1458144.000 2390400.000 5378400.000 6466032.000 11772720.000 2103552.000 561744.000 12035664.000 2689200.000 6143328.000 7971984.000 2617488.000 5892336.000 8366400.000 8665200.000 5450112.000 6119424.000 96082128.000
1470096.000 4374432.000 6788736.000 8067600.000 8808624.000 1673280.000 179280.000 10732896.000 5019840.000 7780752.000 9489888.000 3585600.000 3788784.000 7971984.000 10434096.000 3729024.000 6095520.000 99990432.000
1398384.000 8605440.000 3537792.000 12920112.000 6442128.000 1338624.000 669312.000 6107472.000 4242960.000 12800592.000 7159248.000 3956112.000 3011904.000 4685184.000 7625376.000 5725008.000 7123392.000 97349040.000
1135440.000 10983888.000 95616.000 8832528.000 6884352.000 4960080.000 3466080.000 2366496.000 2342592.000 15190992.000 8820576.000 6573600.000 3298752.000 4195152.000 7720992.000 8294688.000 4840560.000 100002384.000
4374432.000 7183152.000 0.000 3442176.000 3561696.000 6824592.000 4995936.000 1410336.000 5055696.000 10637280.000 12693024.000 5151312.000 5103504.000 3489984.000 2892384.000 13625280.000 7027776.000 97468560.000
8497872.000 9334512.000 729072.000 6549696.000 2187216.000 5438160.000 6250896.000 5151312.000 6011856.000 6740928.000 9693072.000 5246928.000 3776832.000 6860448.000 1601568.000 6836544.000 7673184.000 98580096.000
6513840.000 2103552.000 4350528.000 5414256.000 6203088.000 2043792.000 4338576.000 6681168.000 9920160.000 5390352.000 13995792.000 9537696.000 3203136.000 5007888.000 3848544.000 2557728.000 6812640.000 97922736.000
1243008.000 3968064.000 8450064.000 9430128.000 5462064.000 4039776.000 8426160.000 6979968.000 4924224.000 4231008.000 6346512.000 8055648.000 3657312.000 5223024.000 3669264.000 4804704.000 2533824.000 91444752.000
3633408.000 3824640.000 9645264.000 10792656.000 4960080.000 6095520.000 9621360.000 8306640.000 4458096.000 4888368.000 2426256.000 7230960.000 4482000.000 5270832.000 4661280.000 6705072.000 2988000.000 99990432.000
5581584.000 298800.000 2139408.000 6896304.000 8916192.000 10434096.000 5115456.000 3537792.000 3478032.000 5270832.000 6430176.000 1290816.000 3693168.000 334656.000 8760816.000 8473968.000 19290528.000 99942624.000
5234976.000 2462112.000 191232.000 10338480.000 4505904.000 4756896.000 7864416.000 4924224.000 6191136.000 3848544.000 8414208.000 35856.000 5545728.000 3884400.000 5820624.000 8043696.000 16111296.000 98173728.000
4649328.000 7219008.000 3059712.000 9334512.000 8904240.000 1207152.000 8904240.000 5378400.000 6693120.000 3549744.000 7732944.000 2856528.000 6167232.000 1972080.000 1111536.000 5772816.000 11426112.000 95938704.000
8605440.000 11354400.000 2856528.000 6203088.000 8079552.000 1864512.000 752976.000 2964096.000 9537696.000 6406272.000 5199120.000 6418224.000 2605536.000 525888.000 2904336.000 6681168.000 7744896.000 90703728.000
11175120.000 13661136.000 1087632.000 4207104.000 5151312.000 5139360.000 2892384.000 764928.000 11868336.000 9059616.000 346608.000 9513792.000 5617440.000 394416.000 6095520.000 6705072.000 5509872.000 99189648.000
8796672.000 12501792.000 2521872.000 5091552.000 5665248.000 5665248.000 3657312.000 2127456.000 10601424.000 8892288.000 2079648.000 8473968.000 5952096.000 1553760.000 6298704.000 6107472.000 4015872.000 100002384.000
4063680.000 10708992.000 5043744.000 4386384.000 5390352.000 4553712.000 3298752.000 1744992.000 12501792.000 7470000.000 4840560.000 6406272.000 9454032.000 430272.000 9860400.000 5103504.000 4744944.000 100002384.000
4278816.000 8055648.000 9143280.000 5223024.000 3872448.000 3298752.000 5115456.000 3238992.000 7517808.000 2462112.000 8641296.000 3824640.000 8653248.000 2976048.000 5940144.000 7183152.000 6059664.000 95484528.000
3729024.000 4972032.000 9107424.000 5211072.000 7135344.000 4613472.000 3729024.000 6501888.000 5234976.000 2725056.000 11987856.000 3107520.000 5282784.000 5784768.000 6322608.000 6717024.000 6920208.000 99082080.000
4649328.000 5521824.000 5521824.000 5414256.000 7195104.000 5234976.000 4649328.000 6609456.000 5976000.000 3836592.000 8856432.000 3693168.000 5545728.000 6836544.000 6705072.000 7302672.000 6442128.000 99990432.000
4948128.000 8438112.000 10697040.000 4123440.000 4051728.000 3334608.000 6167232.000 9131328.000 8151264.000 2067696.000 2772864.000 442224.000 4398336.000 4792752.000 6191136.000 12167136.000 6167232.000 98042256.000
7254864.000 5832576.000 11127312.000 6537744.000 5402304.000 1338624.000 2952144.000 5629392.000 5378400.000 3991968.000 2999952.000 549792.000 7768800.000 5306688.000 6968016.000 15848352.000 5115456.000 100002384.000
3203136.000 5748912.000 7302672.000 3991968.000 5641344.000 2378448.000 2199168.000 8426160.000 5402304.000 3645360.000 5665248.000 2103552.000 5282784.000 6848496.000 10565568.000 15370272.000 3800736.000 97576128.000
2497968.000 9872352.000 1458144.000 5007888.000 7314624.000 3693168.000 3394368.000 5796720.000 9465984.000 5569632.000 4936176.000 3609504.000 2713104.000 7051680.000 15190992.000 6370416.000 2892384.000 96835104.000
4195152.000 9191088.000 1864512.000 5736960.000 7613424.000 4972032.000 4732992.000 6525792.000 9047664.000 6370416.000 5904288.000 4458096.000 3729024.000 6669216.000 12609360.000 4195152.000 2175264.000 99990432.000
4147344.000 5175216.000 1697184.000 6071616.000 8677152.000 5713056.000 6095520.000 4278816.000 9358416.000 7183152.000 6824592.000 5402304.000 4613472.000 3489984.000 15155136.000 4278816.000 1840608.000 100002384.000
2557728.000 1995984.000 2868480.000 3370464.000 10828512.000 8545680.000 7254864.000 5593536.000 6466032.000 8163216.000 9537696.000 4266864.000 7302672.000 1840608.000 15800544.000 1266912.000 2342592.000 100002384.000
4936176.000 848592.000 5270832.000 5772816.000 14940000.000 11390256.000 5976000.000 3812688.000 4314672.000 5091552.000 9286704.000 2808720.000 7219008.000 4099536.000 7470000.000 3298752.000 3466080.000 100002384.000
621504.000 1434240.000 6047712.000 11139264.000 7948080.000 9752832.000 2796768.000 2103552.000 4673232.000 1721088.000 6071616.000 5545728.000 9083520.000 8569584.000 6442128.000 7553664.000 7003872.000 98508384.000
3358512.000 1565712.000 6932160.000 14987808.000 4075632.000 4780800.000 6047712.000 5497920.000 2689200.000 1195200.000 4972032.000 9908208.000 12370320.000 4278816.000 6752880.000 2641392.000 4254912.000 96309216.000
6167232.000 1350576.000 3203136.000 13888224.000 3597552.000 4661280.000 6860448.000 8007840.000 4123440.000 3561696.000 4434192.000 5964048.000 14282640.000 1051776.000 7565616.000 1494000.000 5019840.000 95233536.000
10553616.000 83664.000 776880.000 4744944.000 370512.000 4374432.000 4302720.000 13302576.000 4171248.000 7493904.000 3633408.000 573696.000 19732752.000 609552.000 7422192.000 286848.000 14760720.000 97193664.000
9477936.000 1350576.000 2844576.000 3537792.000 3513888.000 4948128.000 4972032.000 10481904.000 4804704.000 6944112.000 4505904.000 3370464.000 16804512.000 2127456.000 6633360.000 2211120.000 11473920.000 100002384.000
5641344.000 35856.000 5438160.000 5127408.000 5653296.000 7278768.000 3681216.000 6896304.000 7362432.000 4768848.000 6203088.000 5521824.000 12944016.000 4183200.000 4338576.000 4195152.000 10732896.000 100002384.000
8103456.000 2079648.000 5438160.000 2127456.000 4697136.000 10422144.000 5031792.000 5509872.000 9561600.000 5187168.000 3083616.000 8115408.000 3011904.000 6609456.000 3406320.000 6728976.000 10876320.000 99990432.000
5653296.000 4470048.000 4637376.000 2748960.000 2497968.000 10613376.000 3872448.000 2246976.000 11509776.000 6059664.000 6406272.000 6681168.000 1458144.000 9131328.000 5545728.000 5832576.000 9872352.000 99237456.000
1362528.000 2928240.000 4434192.000 11952.000 6358464.000 6430176.000 4649328.000 2844576.000 5187168.000 11055600.000 11438064.000 2163312.000 2737008.000 4721040.000 6645312.000 7948080.000 10792656.000 91707696.000
