-nan -nan
0.794 0.750
0.718 0.760
0.688 0.693
0.834 0.834
0.502 0.489
0.603 0.628
0.843 0.845
0.907 0.909
0.823 0.824
0.745 0.752
0.779 0.778
0.735 0.739
0.711 0.692
0.719 0.735
0.846 0.866
0.785 0.773
0.856 0.852
0.857 0.885
0.633 0.644
0.711 0.719
0.783 0.755
0.747 0.774
0.681 0.689
0.788 0.782
0.783 0.788
0.871 0.875
0.875 0.860
0.954 0.957
0.784 0.799
0.742 0.738
0.755 0.735
0.747 0.774
0.837 0.852
0.788 0.800
0.704 0.701
0.758 0.757
0.782 0.778
0.712 0.690
0.699 0.733
0.506 0.519
0.689 0.688
0.821 0.812
0.826 0.838
0.802 0.795
0.728 0.746
0.870 0.864
0.861 0.863
0.818 0.811
0.881 0.883
0.812 0.805
0.650 0.677
0.635 0.639
0.745 0.733
0.830 0.839
0.672 0.671
0.753 0.751
0.701 0.721
0.943 0.932
0.873 0.888
0.739 0.735
0.703 0.719
0.771 0.765
0.727 0.726
0.730 0.730
0.720 0.731
0.836 0.840
0.851 0.853
0.570 0.594
0.777 0.837
0.777 0.735
0.856 0.871
0.876 0.870
0.604 0.618
0.772 0.780
0.745 0.746
0.655 0.653
0.870 0.879
0.777 0.768
0.816 0.823
0.505 0.507
0.715 0.727
0.635 0.631
0.618 0.614
0.768 0.777
0.842 0.833
0.842 0.847
0.660 0.665
0.771 0.782
0.847 0.848
0.757 0.755
0.846 0.846
0.848 0.838
0.592 0.567
0.642 0.608
0.715 0.769
0.740 0.735
0.745 0.742
0.867 0.863
