-nan -nan
0.960 0.960
0.959 0.960
0.946 0.946
0.947 0.948
0.751 0.751
0.480 0.478
0.156 0.157
0.473 0.458
0.664 0.662
0.627 0.631
0.611 0.609
0.608 0.621
0.719 0.716
0.764 0.765
0.851 0.851
0.914 0.914
0.250 0.251
0.733 0.694
0.920 0.919
0.939 0.939
0.944 0.944
0.915 0.915
0.773 0.775
0.193 0.193
0.534 0.534
0.666 0.666
0.798 0.792
0.922 0.923
0.918 0.917
0.898 0.898
0.909 0.908
0.357 0.358
0.610 0.606
0.788 0.788
0.825 0.826
0.895 0.895
0.895 0.895
0.876 0.876
0.838 0.839
0.863 0.863
0.913 0.913
0.885 0.885
0.882 0.882
0.333 0.334
0.200 0.199
0.525 0.520
0.653 0.653
0.689 0.686
0.811 0.804
0.915 0.920
0.909 0.909
0.921 0.921
0.929 0.929
0.939 0.940
0.956 0.956
0.942 0.942
0.455 0.459
0.421 0.407
0.736 0.706
0.776 0.768
0.769 0.768
0.798 0.805
0.876 0.874
0.881 0.883
0.899 0.899
0.823 0.826
0.277 0.277
0.213 0.211
0.715 0.714
0.588 0.587
0.657 0.657
0.775 0.775
0.779 0.777
0.817 0.818
0.492 0.494
0.481 0.473
0.556 0.551
0.683 0.683
0.848 0.858
0.929 0.930
0.496 0.497
0.273 0.267
0.469 0.475
0.357 0.353
0.620 0.613
0.738 0.735
0.796 0.808
0.378 0.374
0.632 0.635
0.843 0.843
0.847 0.842
0.861 0.863
0.896 0.896
0.900 0.899
0.388 0.391
0.497 0.490
0.646 0.646
0.615 0.614
