-nan -nan
0.920 0.899
0.879 0.908
0.860 0.848
0.845 0.844
0.830 0.852
0.819 0.810
0.808 0.826
0.855 0.848
0.801 0.810
0.867 0.852
0.782 0.812
0.809 0.782
0.808 0.848
0.741 0.788
0.792 0.729
0.809 0.793
0.796 0.798
0.707 0.721
0.725 0.719
0.705 0.713
0.690 0.778
0.704 0.624
0.704 0.688
0.621 0.665
0.605 0.641
0.630 0.632
0.586 0.530
0.525 0.548
0.630 0.606
0.630 0.626
0.537 0.633
0.535 0.531
0.601 0.548
0.545 0.527
0.573 0.631
0.554 0.511
0.593 0.607
0.522 0.545
0.614 0.567
0.614 0.614
0.589 0.551
0.531 0.560
0.522 0.602
0.595 0.569
0.622 0.584
0.504 0.563
0.569 0.538
0.540 0.503
0.558 0.616
0.549 0.505
0.594 0.605
0.520 0.540
0.610 0.563
0.566 0.618
0.584 0.618
0.569 0.502
0.512 0.579
0.600 0.532
0.613 0.611
0.577 0.617
0.534 0.501
0.504 0.504
0.561 0.614
0.542 0.503
0.592 0.603
0.519 0.534
0.606 0.561
0.531 0.616
0.576 0.546
0.619 0.521
0.506 0.622
0.583 0.515
0.617 0.606
0.616 0.571
0.501 0.547
0.502 0.520
0.564 0.584
0.533 0.508
0.594 0.594
0.513 0.538
0.601 0.552
0.519 0.602
0.582 0.525
0.600 0.592
0.549 0.600
0.538 0.495
0.614 0.598
0.612 0.613
0.502 0.534
0.498 0.530
0.591 0.536
0.515 0.520
0.597 0.574
0.499 0.548
0.597 0.538
0.522 0.602
0.568 0.507
0.604 0.601
