-nan -nan
0.991 0.885
0.885 0.913
0.889 0.889
0.893 0.893
0.895 0.895
0.897 0.897
0.899 0.899
0.900 0.900
0.902 0.902
0.904 0.904
0.905 0.905
0.907 0.907
0.909 0.909
0.911 0.911
0.912 0.912
0.914 0.914
0.916 0.916
0.917 0.917
0.919 0.919
0.921 0.921
0.922 0.922
0.924 0.924
0.925 0.925
0.927 0.927
0.929 0.929
0.930 0.930
0.932 0.932
0.933 0.933
0.935 0.935
0.936 0.936
0.938 0.938
0.939 0.939
0.941 0.941
0.942 0.942
0.944 0.944
0.945 0.945
0.947 0.947
0.948 0.948
0.950 0.950
0.951 0.951
0.952 0.952
0.954 0.954
0.955 0.955
0.956 0.956
0.958 0.958
0.959 0.959
0.960 0.960
0.962 0.962
0.963 0.963
0.964 0.964
0.965 0.965
0.966 0.966
0.968 0.968
0.969 0.969
0.970 0.970
0.971 0.971
0.972 0.972
0.973 0.973
0.974 0.974
0.975 0.975
0.976 0.976
0.977 0.977
0.978 0.978
0.979 0.979
0.980 0.980
0.981 0.981
0.982 0.982
0.983 0.983
0.984 0.984
0.985 0.985
0.986 0.986
0.986 0.986
0.987 0.987
0.988 0.988
0.989 0.989
0.989 0.989
0.990 0.990
0.991 0.991
0.991 0.991
0.992 0.992
0.993 0.993
0.993 0.993
0.994 0.994
0.994 0.994
0.995 0.995
0.995 0.995
0.996 0.996
0.996 0.996
0.997 0.997
0.997 0.997
0.997 0.997
0.998 0.998
0.998 0.998
0.998 0.998
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
