-nan -nan
0.222 0.188
0.705 0.649
0.714 0.735
0.751 0.723
0.757 0.774
0.847 0.848
0.845 0.843
0.778 0.802
0.257 0.273
0.437 0.400
0.600 0.621
0.817 0.825
0.935 0.932
0.650 0.658
0.316 0.322
0.308 0.308
0.288 0.299
0.300 0.311
0.399 0.411
0.234 0.224
0.592 0.558
0.701 0.703
0.761 0.775
0.813 0.818
0.583 0.591
0.373 0.370
0.133 0.119
0.578 0.546
0.777 0.779
0.835 0.836
0.895 0.903
0.898 0.888
0.803 0.793
0.265 0.270
0.481 0.444
0.673 0.694
0.599 0.604
0.378 0.388
0.421 0.437
0.351 0.351
0.391 0.386
0.122 0.115
0.517 0.441
0.703 0.737
0.883 0.884
0.880 0.881
0.915 0.907
0.942 0.948
0.612 0.627
0.256 0.252
0.509 0.473
0.787 0.810
0.465 0.465
0.396 0.380
0.630 0.638
0.297 0.305
0.342 0.334
0.576 0.581
0.696 0.708
0.253 0.250
0.444 0.401
0.741 0.756
0.575 0.589
0.253 0.239
0.443 0.427
0.718 0.727
0.880 0.893
0.873 0.866
0.864 0.877
0.859 0.863
0.346 0.365
0.304 0.311
0.260 0.239
0.368 0.398
0.532 0.502
0.727 0.716
0.724 0.750
0.253 0.248
0.461 0.399
0.653 0.689
0.727 0.740
0.346 0.359
0.402 0.379
0.557 0.570
0.752 0.742
0.806 0.800
0.818 0.830
0.358 0.387
0.332 0.299
0.527 0.554
0.830 0.832
0.894 0.886
0.865 0.871
0.911 0.894
0.791 0.818
0.244 0.250
0.472 0.431
0.667 0.697
