0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
14641920.000 14641920.000 15840000.000 15333120.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 14630400.000 13996800.000 11692800.000 8743680.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 7269120.000 386853120.000
48199680.000 46794240.000 43925760.000 43902720.000 41656320.000 39502080.000 39041280.000 38465280.000 36138240.000 35919360.000 34133760.000 13052160.000 9872640.000 9849600.000 10149120.000 11266560.000 15356160.000 38350080.000 31898880.000 24491520.000 21116160.000 19699200.000 19837440.000 19895040.000 20102400.000 21081600.000 21058560.000 21058560.000 21058560.000 21058560.000 21058560.000 21058560.000 21058560.000 21058560.000 902165760.000
46575360.000 57035520.000 49685760.000 48476160.000 47047680.000 45077760.000 33903360.000 33223680.000 33868800.000 32313600.000 33166080.000 230400.000 18904320.000 18777600.000 22210560.000 22590720.000 783360.000 65064960.000 36944640.000 28166400.000 23155200.000 23328000.000 23339520.000 23351040.000 23281920.000 23489280.000 23489280.000 23489280.000 23489280.000 23489280.000 23489280.000 23489280.000 23489280.000 23489280.000 1001905920.000
42485760.000 44259840.000 39006720.000 37981440.000 38280960.000 39605760.000 27555840.000 27313920.000 28339200.000 28270080.000 27313920.000 27452160.000 33742080.000 32774400.000 32106240.000 31276800.000 27072000.000 57784320.000 35297280.000 26979840.000 24940800.000 22728960.000 22314240.000 22256640.000 22302720.000 22544640.000 22556160.000 22533120.000 22095360.000 20609280.000 19802880.000 19526400.000 19514880.000 19514880.000 988139520.000
45077760.000 55342080.000 42877440.000 42289920.000 41932800.000 36264960.000 25608960.000 25413120.000 25436160.000 25424640.000 25436160.000 23950080.000 31219200.000 31495680.000 35412480.000 35320320.000 24549120.000 53994240.000 29295360.000 22521600.000 26046720.000 18604800.000 18731520.000 18535680.000 18673920.000 18846720.000 18904320.000 18892800.000 19261440.000 20747520.000 21565440.000 21830400.000 21795840.000 21795840.000 963095040.000
42232320.000 51344640.000 37036800.000 35412480.000 34698240.000 38695680.000 27394560.000 27187200.000 27187200.000 27187200.000 27198720.000 26922240.000 34306560.000 33903360.000 34513920.000 33361920.000 25562880.000 55618560.000 31265280.000 24099840.000 26622720.000 20033280.000 20113920.000 19964160.000 20044800.000 20206080.000 20252160.000 20263680.000 20194560.000 20206080.000 20206080.000 20217600.000 20194560.000 20206080.000 963855360.000
49547520.000 57093120.000 43165440.000 42001920.000 41437440.000 40492800.000 28581120.000 28362240.000 28373760.000 28385280.000 28385280.000 27025920.000 30666240.000 30378240.000 32889600.000 33258240.000 28753920.000 51598080.000 32497920.000 25136640.000 26035200.000 19618560.000 17809920.000 17372160.000 17383680.000 17498880.000 17556480.000 17556480.000 17498880.000 17498880.000 17498880.000 17498880.000 17498880.000 17498880.000 963855360.000
46252800.000 48718080.000 36921600.000 35930880.000 35435520.000 34617600.000 24353280.000 24180480.000 24180480.000 24180480.000 24180480.000 27532800.000 38534400.000 38269440.000 38177280.000 36967680.000 25102080.000 56044800.000 27936000.000 21358080.000 23120640.000 19180800.000 20977920.000 21300480.000 21277440.000 21415680.000 21484800.000 21484800.000 21415680.000 21415680.000 21415680.000 21415680.000 20459520.000 18616320.000 963855360.000
56724480.000 56920320.000 44951040.000 43729920.000 43142400.000 38292480.000 25966080.000 25827840.000 24629760.000 25159680.000 24353280.000 26058240.000 33050880.000 32866560.000 36126720.000 36403200.000 30919680.000 50319360.000 28062720.000 21484800.000 22348800.000 17913600.000 17856000.000 17856000.000 17798400.000 17913600.000 17971200.000 17971200.000 17913600.000 17913600.000 17913600.000 17913600.000 18869760.000 20712960.000 963855360.000
