0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
2108160.000 2073600.000 2108160.000 2108160.000 2108160.000 2108160.000 2108160.000 2108160.000 2108160.000 2108160.000 2050560.000 2050560.000 2050560.000 2050560.000 2050560.000 1969920.000 1854720.000 1762560.000 1762560.000 1762560.000 1762560.000 1762560.000 1762560.000 1762560.000 1704960.000 1704960.000 1704960.000 1704960.000 1704960.000 1704960.000 1704960.000 1704960.000 0.000 0.000 61102080.000
2707200.000 2856960.000 3029760.000 3029760.000 3029760.000 3029760.000 3029760.000 3029760.000 3029760.000 3029760.000 2856960.000 2856960.000 2856960.000 2856960.000 2856960.000 2937600.000 3052800.000 3144960.000 3052800.000 2914560.000 2810880.000 3260160.000 3260160.000 3260160.000 3168000.000 3168000.000 3168000.000 2937600.000 2845440.000 2822400.000 2822400.000 2822400.000 0.000 0.000 95535360.000
2822400.000 2914560.000 3456000.000 3052800.000 3502080.000 3144960.000 3168000.000 3283200.000 3214080.000 3156480.000 2949120.000 2949120.000 2465280.000 3225600.000 2373120.000 2914560.000 2903040.000 2200320.000 1474560.000 1520640.000 1935360.000 1601280.000 3317760.000 3121920.000 3168000.000 3202560.000 3202560.000 3432960.000 2983680.000 3168000.000 3168000.000 3156480.000 0.000 0.000 92148480.000
2707200.000 1566720.000 3018240.000 1486080.000 3571200.000 2534400.000 2695680.000 3709440.000 3432960.000 3824640.000 3582720.000 3651840.000 3156480.000 3582720.000 2868480.000 3432960.000 3421440.000 2926080.000 1463040.000 529920.000 34560.000 2638080.000 4377600.000 4147200.000 4147200.000 4181760.000 4181760.000 3479040.000 2718720.000 2016000.000 2856960.000 2730240.000 0.000 0.000 94671360.000
2534400.000 2407680.000 1059840.000 195840.000 2522880.000 2396160.000 3651840.000 4170240.000 3041280.000 3502080.000 2810880.000 2903040.000 3306240.000 3617280.000 3375360.000 3352320.000 2649600.000 2603520.000 1716480.000 1704960.000 69120.000 2903040.000 3651840.000 3363840.000 3628800.000 2764800.000 1393920.000 2499840.000 2315520.000 2649600.000 3179520.000 2522880.000 6923520.000 0.000 91388160.000
2522880.000 2764800.000 1969920.000 322560.000 0.000 2753280.000 2661120.000 3363840.000 2373120.000 3006720.000 2096640.000 1935360.000 2856960.000 3732480.000 3905280.000 2776320.000 2419200.000 2856960.000 2730240.000 2730240.000 103680.000 2304000.000 345600.000 2983680.000 2638080.000 2499840.000 103680.000 3398400.000 2822400.000 2430720.000 2903040.000 2753280.000 13409280.000 0.000 88473600.000
2822400.000 2730240.000 2845440.000 230400.000 0.000 2419200.000 2787840.000 3893760.000 3179520.000 3329280.000 3962880.000 3006720.000 2949120.000 3444480.000 4746240.000 3916800.000 3075840.000 2695680.000 3767040.000 3767040.000 11520.000 172800.000 3513600.000 3121920.000 3283200.000 11520.000 2695680.000 4078080.000 3098880.000 2891520.000 3271680.000 3271680.000 9388800.000 0.000 98380800.000
2511360.000 3767040.000 2949120.000 518400.000 345600.000 2073600.000 2995200.000 3778560.000 3456000.000 3294720.000 4008960.000 3732480.000 3098880.000 3110400.000 3801600.000 4711680.000 4089600.000 3525120.000 4792320.000 4550400.000 334080.000 357120.000 1370880.000 3467520.000 3640320.000 92160.000 3479040.000 2407680.000 3882240.000 0.000 3686400.000 4262400.000 1912320.000 0.000 94003200.000
1451520.000 4331520.000 3144960.000 276480.000 138240.000 3087360.000 2407680.000 4412160.000 3363840.000 3997440.000 3709440.000 2695680.000 1969920.000 4193280.000 4688640.000 3594240.000 4020480.000 3997440.000 3237120.000 5160960.000 794880.000 633600.000 1013760.000 2292480.000 2476800.000 161280.000 3513600.000 3006720.000 5172480.000 414720.000 2776320.000 3559680.000 1105920.000 0.000 90800640.000
1290240.000 4746240.000 2845440.000 483840.000 57600.000 3294720.000 3444480.000 4688640.000 3029760.000 3778560.000 3962880.000 11520.000 2211840.000 4446720.000 4412160.000 3997440.000 3617280.000 5195520.000 11520.000 6359040.000 1693440.000 1255680.000 69120.000 4227840.000 4296960.000 656640.000 3767040.000 149760.000 5863680.000 2810880.000 2442240.000 3859200.000 1428480.000 0.000 94406400.000
2649600.000 4711680.000 2972160.000 599040.000 380160.000 3121920.000 2891520.000 5667840.000 3836160.000 3651840.000 0.000 1681920.000 2304000.000 4135680.000 3559680.000 4988160.000 4515840.000 5011200.000 1808640.000 5932800.000 1877760.000 1382400.000 1313280.000 2568960.000 2661120.000 1578240.000 1059840.000 334080.000 3870720.000 3548160.000 1831680.000 3248640.000 1221120.000 0.000 90915840.000
2972160.000 4573440.000 1635840.000 11520.000 241920.000 2315520.000 4147200.000 6209280.000 4366080.000 4250880.000 345600.000 4043520.000 2903040.000 4296960.000 4550400.000 5621760.000 4999680.000 3674880.000 4872960.000 4757760.000 2211840.000 1244160.000 1347840.000 2384640.000 2856960.000 1474560.000 230400.000 322560.000 3479040.000 2465280.000 2534400.000 172800.000 668160.000 0.000 92183040.000
3156480.000 3916800.000 69120.000 921600.000 57600.000 195840.000 5034240.000 3571200.000 4089600.000 3939840.000 990720.000 3744000.000 4066560.000 2626560.000 3375360.000 5806080.000 5391360.000 4700160.000 5725440.000 5702400.000 3191040.000 1382400.000 1486080.000 4112640.000 3916800.000 195840.000 426240.000 57600.000 4619520.000 2799360.000 2534400.000 92160.000 1221120.000 0.000 93116160.000
760320.000 3928320.000 1981440.000 2027520.000 380160.000 69120.000 5610240.000 414720.000 4285440.000 3755520.000 1877760.000 1244160.000 4803840.000 2856960.000 4181760.000 7107840.000 5379840.000 4792320.000 3479040.000 5472000.000 4008960.000 1382400.000 426240.000 5022720.000 4757760.000 149760.000 794880.000 357120.000 5103360.000 3087360.000 2280960.000 195840.000 1082880.000 0.000 93058560.000
207360.000 4181760.000 3075840.000 2292480.000 737280.000 207360.000 760320.000 748800.000 4884480.000 4366080.000 2810880.000 103680.000 5541120.000 3962880.000 5103360.000 5667840.000 5310720.000 5368320.000 4677120.000 5852160.000 3075840.000 1244160.000 714240.000 5172480.000 4746240.000 357120.000 1658880.000 679680.000 3594240.000 3686400.000 564480.000 0.000 668160.000 0.000 92021760.000
