0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
14091408.000 55672416.000 59377536.000 28864080.000 47819952.000 42549120.000 43971408.000 11832480.000 28386000.000 29043360.000 30537360.000 29748528.000 28625040.000 25995600.000 26342208.000 19744704.000 6238944.000 5521824.000 5234976.000 5258880.000 5246928.000 5019840.000 5223024.000 5258880.000 5521824.000 5725008.000 5725008.000 5725008.000 21238704.000 24011568.000 25350192.000 25350192.000 5282784.000 358560.000 358560.000 358560.000 2450160.000 26127072.000 26641008.000 26485632.000 25409952.000 27214704.000 25505568.000 27884016.000 27680832.000 27322272.000 24119136.000 17449920.000 1768896.000 0.000 0.000 0.000 705168.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 977374800.000
30119040.000 27788400.000 35138880.000 5390352.000 33274368.000 28266480.000 2689200.000 13135248.000 1876464.000 2246976.000 3059712.000 3143376.000 2868480.000 21931920.000 23115168.000 24967728.000 10565568.000 5605488.000 11007792.000 11593440.000 10936080.000 11043648.000 10995840.000 11605392.000 10362384.000 10948032.000 10350432.000 10338480.000 24489648.000 23808384.000 19302480.000 2246976.000 430272.000 24238656.000 22971744.000 19828368.000 14916096.000 2414304.000 2569680.000 21776544.000 26401968.000 15083424.000 21657024.000 27405936.000 22481712.000 17724816.000 3119472.000 2904336.000 8557632.000 17091360.000 17067456.000 17067456.000 6525792.000 17868240.000 16159104.000 16159104.000 16792560.000 16959888.000 16159104.000 16111296.000 17067456.000 16422048.000 16099344.000 16744752.000 41533200.000 990522000.000
17019648.000 16673040.000 16912080.000 8390304.000 16051536.000 16039584.000 7278768.000 13398192.000 5665248.000 14473872.000 14916096.000 15370272.000 15011712.000 14605344.000 14808528.000 15083424.000 14151168.000 8390304.000 13589424.000 14509728.000 13577472.000 13565520.000 13565520.000 13756752.000 13589424.000 13780656.000 14342400.000 14342400.000 16003728.000 15800544.000 13756752.000 14151168.000 5462064.000 15872256.000 14999760.000 14629248.000 16350336.000 14426064.000 14963904.000 14641200.000 15943968.000 13553568.000 14473872.000 15943968.000 14485824.000 14951952.000 14210928.000 14151168.000 13218912.000 14533632.000 13792608.000 14521680.000 8497872.000 14665104.000 13589424.000 13577472.000 13744800.000 13756752.000 13553568.000 13565520.000 13756752.000 13565520.000 13565520.000 13744800.000 112719312.000 999999936.000
14210928.000 14007744.000 14246784.000 8175168.000 14438016.000 13864320.000 8175168.000 12716928.000 6358464.000 14557536.000 14139216.000 14294592.000 14557536.000 13625280.000 13625280.000 13625280.000 13625280.000 8175168.000 12716928.000 13625280.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 13625280.000 13625280.000 14366304.000 13804560.000 12549600.000 14306544.000 6358464.000 13983840.000 13625280.000 13625280.000 15441984.000 14103360.000 13971888.000 13457952.000 14007744.000 12716928.000 13625280.000 14378256.000 13625280.000 13625280.000 13888224.000 13971888.000 12716928.000 13625280.000 12716928.000 13625280.000 8175168.000 13625280.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 12716928.000 172598832.000 999999936.000
12513744.000 12740832.000 12382272.000 7852464.000 12621312.000 12489840.000 7852464.000 12382272.000 6107472.000 12489840.000 12358368.000 12382272.000 12513744.000 12489840.000 12740832.000 12920112.000 12716928.000 7852464.000 12214944.000 13087440.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 13039632.000 13087440.000 12860352.000 12681072.000 12382272.000 12573504.000 6107472.000 12597408.000 12740832.000 12752784.000 14677056.000 12382272.000 12513744.000 12884256.000 12537648.000 12382272.000 13039632.000 13015728.000 12549600.000 12609360.000 12537648.000 12561552.000 12214944.000 12382272.000 12214944.000 12704976.000 7852464.000 12979872.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 12214944.000 228988368.000 999999936.000
11701008.000 11868336.000 11438064.000 7744896.000 11557584.000 11880288.000 7744896.000 11808576.000 6023808.000 11999808.000 11426112.000 11808576.000 11952000.000 11712960.000 11426112.000 11641248.000 11975904.000 7744896.000 12047616.000 12119328.000 11880288.000 11880288.000 11880288.000 11880288.000 12047616.000 12047616.000 12047616.000 12908160.000 11378304.000 11497824.000 11246832.000 11868336.000 6023808.000 11796624.000 11557584.000 11796624.000 13254768.000 11414160.000 11999808.000 11701008.000 11581488.000 11509776.000 11461968.000 11258784.000 11533680.000 11533680.000 11712960.000 11641248.000 11880288.000 11533680.000 11760768.000 11414160.000 7637328.000 11987856.000 11868336.000 11796624.000 11545632.000 11318544.000 11497824.000 11689056.000 11521728.000 11868336.000 11832480.000 11617344.000 275266512.000 999999936.000
10804608.000 10780704.000 10493856.000 7637328.000 11031696.000 10625328.000 7529760.000 10697040.000 5856480.000 10314576.000 10685088.000 10123344.000 10147248.000 10816560.000 11031696.000 10912176.000 10876320.000 7529760.000 11163168.000 11461968.000 11342448.000 11581488.000 11127312.000 11461968.000 10959984.000 10912176.000 11019744.000 11808576.000 10912176.000 10720944.000 11031696.000 10529712.000 5856480.000 10386288.000 10888272.000 10912176.000 11856384.000 10661184.000 10553616.000 11031696.000 10948032.000 10338480.000 11031696.000 11031696.000 10959984.000 11031696.000 11031696.000 10386288.000 11880288.000 10876320.000 10876320.000 10673136.000 7637328.000 10505808.000 10780704.000 10625328.000 10876320.000 10338480.000 10673136.000 11031696.000 11031696.000 10493856.000 10816560.000 10732896.000 327317472.000 999999936.000
9896256.000 9896256.000 9896256.000 7422192.000 10350432.000 9896256.000 7422192.000 9896256.000 5772816.000 9896256.000 9896256.000 9896256.000 9896256.000 9896256.000 10123344.000 10434096.000 10649232.000 7529760.000 10661184.000 10720944.000 10649232.000 10589472.000 10637280.000 10720944.000 10792656.000 10637280.000 10816560.000 11330496.000 10218960.000 9896256.000 10171152.000 9896256.000 5772816.000 9896256.000 9896256.000 9896256.000 11701008.000 9896256.000 9896256.000 9896256.000 9896256.000 9896256.000 10063584.000 10314576.000 9896256.000 10003824.000 10171152.000 9896256.000 11545632.000 10362384.000 10195056.000 9896256.000 7422192.000 9896256.000 9896256.000 9896256.000 9991872.000 9896256.000 9896256.000 10087488.000 9956016.000 9896256.000 9896256.000 9896256.000 367978176.000 999999936.000
9322560.000 9609408.000 9525744.000 7207056.000 9609408.000 9609408.000 7314624.000 9609408.000 5689152.000 9657216.000 9752832.000 9442080.000 9334512.000 9609408.000 9537696.000 9513792.000 9609408.000 7207056.000 9609408.000 9776736.000 9609408.000 9609408.000 9609408.000 9609408.000 9609408.000 9609408.000 9609408.000 9848448.000 9609408.000 9609408.000 9609408.000 9609408.000 5689152.000 9609408.000 9513792.000 9609408.000 10410192.000 9322560.000 9609408.000 9609408.000 9322560.000 9609408.000 9609408.000 9609408.000 9609408.000 9609408.000 9609408.000 9501840.000 10434096.000 9430128.000 9740880.000 9752832.000 7207056.000 9465984.000 9561600.000 9752832.000 9752832.000 9609408.000 9609408.000 9346464.000 9525744.000 9609408.000 9609408.000 9537696.000 402101136.000 999999936.000
