-nan -nan
0.702 0.709
0.922 0.911
0.907 0.904
0.868 0.876
0.335 0.338
0.140 0.144
0.113 0.113
0.110 0.111
0.110 0.109
0.105 0.112
0.127 0.134
0.174 0.196
0.309 0.348
0.610 0.617
0.574 0.579
0.642 0.642
0.701 0.707
0.701 0.695
0.846 0.845
0.789 0.799
0.868 0.877
0.891 0.878
0.837 0.836
0.816 0.820
0.792 0.790
0.760 0.762
0.718 0.718
0.665 0.662
0.587 0.588
0.490 0.496
0.405 0.403
0.312 0.316
0.266 0.264
0.216 0.220
0.178 0.178
0.150 0.150
0.140 0.141
0.138 0.137
0.135 0.135
0.134 0.142
0.183 0.206
0.336 0.326
0.564 0.572
0.685 0.684
0.708 0.710
0.686 0.685
0.676 0.678
0.881 0.885
0.760 0.762
0.644 0.644
0.653 0.655
0.719 0.712
0.751 0.759
0.682 0.684
0.687 0.685
0.665 0.659
0.595 0.595
0.851 0.857
0.853 0.848
0.701 0.706
0.631 0.641
0.544 0.544
0.559 0.555
0.699 0.714
0.572 0.569
0.547 0.548
0.579 0.578
0.563 0.563
0.579 0.582
0.668 0.669
0.717 0.711
0.585 0.582
0.850 0.849
0.797 0.795
0.713 0.714
0.727 0.731
0.673 0.678
0.594 0.609
0.630 0.626
0.611 0.613
0.592 0.590
0.563 0.563
0.527 0.531
0.484 0.483
0.422 0.426
0.365 0.361
0.290 0.295
0.230 0.235
0.203 0.200
0.178 0.177
0.159 0.161
0.147 0.148
0.136 0.137
0.125 0.125
0.120 0.119
0.116 0.117
0.114 0.114
0.113 0.112
