0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
3479040.000 3386880.000 3363840.000 3386880.000 3375360.000 3375360.000 2845440.000 3363840.000 15978240.000 15978240.000 5886720.000 5690880.000 5437440.000 5391360.000 5391360.000 5425920.000 5425920.000 5425920.000 8490240.000 9135360.000 9135360.000 9123840.000 138493440.000
4942080.000 4792320.000 4700160.000 4780800.000 4700160.000 4700160.000 7499520.000 4700160.000 33684480.000 33684480.000 9008640.000 9296640.000 6923520.000 6923520.000 6923520.000 6923520.000 6958080.000 6923520.000 17015040.000 17637120.000 16070400.000 16081920.000 234869760.000
4942080.000 4792320.000 4711680.000 4803840.000 4711680.000 4711680.000 1912320.000 4711680.000 29952000.000 29940480.000 0.000 8282880.000 7326720.000 7292160.000 7292160.000 7349760.000 7418880.000 7349760.000 10667520.000 9112320.000 14273280.000 14261760.000 195816960.000
5886720.000 5748480.000 5690880.000 5748480.000 5725440.000 5702400.000 4389120.000 5702400.000 25632000.000 25643520.000 12084480.000 3329280.000 6958080.000 6923520.000 6912000.000 6773760.000 6935040.000 6981120.000 1992960.000 17971200.000 12245760.000 12257280.000 197233920.000
4273920.000 4688640.000 6566400.000 4999680.000 6577920.000 6577920.000 5368320.000 4838400.000 25839360.000 25885440.000 6428160.000 8697600.000 6566400.000 6647040.000 6635520.000 6796800.000 6681600.000 6531840.000 18731520.000 645120.000 12879360.000 12867840.000 195724800.000
4124160.000 4124160.000 5575680.000 4032000.000 5575680.000 5575680.000 6382080.000 4032000.000 28558080.000 28523520.000 6900480.000 7752960.000 6958080.000 7061760.000 7061760.000 7061760.000 7119360.000 7257600.000 1071360.000 18984960.000 13536000.000 13524480.000 200793600.000
5057280.000 5045760.000 4377600.000 5057280.000 4366080.000 4377600.000 6243840.000 5011200.000 28212480.000 28212480.000 7130880.000 7223040.000 7119360.000 7130880.000 7142400.000 7142400.000 7130880.000 6981120.000 17925120.000 18293760.000 13582080.000 13582080.000 216345600.000
6013440.000 5886720.000 5333760.000 5921280.000 5345280.000 5345280.000 4193280.000 5863680.000 25943040.000 25943040.000 6451200.000 6393600.000 6531840.000 6531840.000 6520320.000 6520320.000 6520320.000 6612480.000 18132480.000 1082880.000 13363200.000 13086720.000 193536000.000
4089600.000 4204800.000 6278400.000 4262400.000 6266880.000 6220800.000 5160960.000 6727680.000 26565120.000 26576640.000 6543360.000 6912000.000 6612480.000 6612480.000 6658560.000 6589440.000 6577920.000 6647040.000 1497600.000 19008000.000 14227200.000 11324160.000 195563520.000
