0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
64005120.000 64200960.000 63866880.000 60353280.000 59616000.000 59627520.000 59616000.000 58936320.000 58913280.000 58936320.000 58936320.000 58924800.000 58936320.000 59270400.000 59074560.000 58936320.000 58936320.000 58924800.000 58936320.000 58394880.000 55169280.000 55169280.000 55169280.000 55180800.000 55169280.000 55042560.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55180800.000 55157760.000 55134720.000 55134720.000 55157760.000 55111680.000 55111680.000 55791360.000 55249920.000 55077120.000 55768320.000 56459520.000 56597760.000 56448000.000 56494080.000 57208320.000 57853440.000 56977920.000 57024000.000 56851200.000 54086400.000 53982720.000 52611840.000 51413760.000 51413760.000 48268800.000 48130560.000 48096000.000 45192960.000 45538560.000 42278400.000 42624000.000 42658560.000 39456000.000 39087360.000 36737280.000 36679680.000 36437760.000 34007040.000 34007040.000 33638400.000 31253760.000 31253760.000 31253760.000 31253760.000 31253760.000 31253760.000 31518720.000 32014080.000 32014080.000 32762880.000 32762880.000 32762880.000 33511680.000 33511680.000 34248960.000 34248960.000 34248960.000 34951680.000 34951680.000 35331840.000 35331840.000 35331840.000 35712000.000 35712000.000 35712000.000 20551680.000 20551680.000 19157760.000 19077120.000 68947200.000 17579520.000 17579520.000 17579520.000 16104960.000 16104960.000 70560000.000 71089920.000 71089920.000 14641920.000 14641920.000 14641920.000 6874951680.000
85605120.000 86538240.000 86895360.000 82771200.000 83508480.000 83036160.000 82759680.000 83450880.000 82690560.000 82702080.000 82702080.000 81999360.000 81999360.000 81999360.000 81999360.000 81999360.000 81999360.000 81999360.000 81999360.000 82529280.000 85754880.000 85754880.000 85754880.000 84844800.000 81930240.000 81688320.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81930240.000 81941760.000 81930240.000 81930240.000 81941760.000 81953280.000 81953280.000 81953280.000 81953280.000 81964800.000 81976320.000 77898240.000 77898240.000 77886720.000 73797120.000 73797120.000 71642880.000 69696000.000 69696000.000 65583360.000 65583360.000 65583360.000 61505280.000 61505280.000 57761280.000 57772800.000 57772800.000 53614080.000 53602560.000 49489920.000 49478400.000 49478400.000 45584640.000 45584640.000 45584640.000 41506560.000 41506560.000 41506560.000 41506560.000 41506560.000 41506560.000 41506560.000 41529600.000 41529600.000 41552640.000 41552640.000 41552640.000 41575680.000 41575680.000 41598720.000 41598720.000 41598720.000 41621760.000 41621760.000 41633280.000 41633280.000 41633280.000 41644800.000 41644800.000 41644800.000 19054080.000 19054080.000 39386880.000 18535680.000 172339200.000 17130240.000 17130240.000 17130240.000 17130240.000 17130240.000 134542080.000 134542080.000 134553600.000 17130240.000 17130240.000 17130240.000 9835545600.000
79257600.000 80017920.000 79914240.000 77045760.000 77160960.000 77644800.000 77909760.000 77921280.000 78658560.000 78670080.000 78670080.000 79361280.000 79372800.000 79384320.000 79372800.000 79372800.000 79372800.000 79372800.000 79372800.000 79372800.000 79372800.000 79372800.000 79372800.000 80282880.000 83197440.000 82944000.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 83197440.000 82437120.000 82437120.000 81953280.000 81688320.000 62622720.000 80928000.000 80928000.000 80928000.000 80167680.000 80167680.000 79453440.000 60376320.000 60376320.000 60376320.000 79453440.000 60376320.000 60376320.000 60376320.000 79453440.000 60399360.000 79476480.000 79476480.000 79464960.000 75582720.000 75582720.000 75594240.000 75582720.000 75582720.000 75594240.000 75605760.000 75605760.000 75605760.000 56563200.000 75617280.000 75628800.000 71861760.000 71861760.000 71861760.000 68071680.000 68071680.000 66078720.000 64293120.000 64293120.000 60503040.000 60503040.000 60503040.000 56724480.000 56736000.000 53625600.000 53625600.000 53625600.000 49812480.000 34686720.000 32267520.000 45976320.000 45964800.000 42393600.000 42393600.000 42393600.000 38856960.000 38856960.000 38856960.000 38856960.000 38856960.000 38856960.000 38868480.000 38880000.000 38880000.000 38880000.000 38880000.000 38880000.000 38891520.000 38891520.000 38926080.000 38926080.000 38926080.000 38960640.000 38960640.000 38983680.000 38983680.000 38983680.000 38995200.000 38995200.000 38995200.000 66447360.000 71965440.000 182234880.000 61482240.000 129288960.000 66689280.000 47116800.000 39133440.000 59915520.000 10252800.000 107827200.000 107262720.000 107066880.000 38165760.000 35827200.000 35343360.000 9618140160.000
79776000.000 80593920.000 80582400.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76757760.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76527360.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 76746240.000 77506560.000 77506560.000 77990400.000 78255360.000 39225600.000 79015680.000 79015680.000 79015680.000 79776000.000 79776000.000 80490240.000 41472000.000 41472000.000 41472000.000 80490240.000 41472000.000 41472000.000 41472000.000 80490240.000 39306240.000 80467200.000 80467200.000 80478720.000 84360960.000 84360960.000 84372480.000 84360960.000 84360960.000 84372480.000 84395520.000 84395520.000 84384000.000 42520320.000 84395520.000 84395520.000 80202240.000 77610240.000 77414400.000 75974400.000 73451520.000 73762560.000 69845760.000 69845760.000 67530240.000 65445120.000 65410560.000 63060480.000 61701120.000 60307200.000 58821120.000 58844160.000 55883520.000 28108800.000 26208000.000 44432640.000 48983040.000 46356480.000 44570880.000 44040960.000 39962880.000 39916800.000 39916800.000 39916800.000 39916800.000 39916800.000 39916800.000 39939840.000 39939840.000 39997440.000 39997440.000 39997440.000 40032000.000 35124480.000 33903360.000 40032000.000 34329600.000 40032000.000 33880320.000 33880320.000 33880320.000 40032000.000 33914880.000 40043520.000 40043520.000 62864640.000 68209920.000 161902080.000 70030080.000 112193280.000 141004800.000 63256320.000 54074880.000 111893760.000 41425920.000 100166400.000 89902080.000 87920640.000 60318720.000 53164800.000 52992000.000 9603717120.000
89084160.000 89971200.000 89971200.000 85662720.000 85662720.000 85662720.000 85662720.000 85662720.000 85662720.000 85662720.000 85662720.000 85662720.000 84890880.000 84890880.000 84902400.000 84119040.000 84119040.000 83324160.000 83324160.000 83324160.000 82529280.000 82529280.000 82333440.000 81780480.000 81780480.000 81527040.000 81780480.000 81780480.000 81780480.000 81780480.000 81780480.000 81780480.000 81780480.000 81780480.000 81780480.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 39686400.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 39686400.000 39686400.000 39686400.000 77817600.000 39686400.000 39686400.000 39686400.000 77817600.000 39686400.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 77817600.000 39801600.000 77829120.000 77840640.000 73981440.000 76573440.000 76769280.000 70076160.000 72599040.000 68048640.000 68094720.000 68094720.000 62288640.000 64373760.000 64408320.000 58659840.000 60030720.000 55779840.000 57288960.000 57265920.000 52151040.000 27060480.000 24917760.000 25447680.000 50734080.000 45596160.000 47381760.000 47900160.000 45181440.000 45227520.000 45227520.000 45227520.000 45227520.000 45227520.000 45227520.000 45227520.000 45227520.000 45239040.000 45239040.000 45239040.000 45331200.000 22775040.000 22867200.000 45331200.000 22775040.000 45342720.000 22786560.000 22809600.000 22809600.000 45342720.000 22821120.000 45342720.000 45342720.000 55411200.000 62369280.000 184504320.000 58164480.000 94233600.000 132768000.000 53164800.000 47116800.000 111813120.000 54305280.000 105696000.000 74926080.000 74937600.000 66435840.000 45757440.000 45815040.000 9639671040.000
82195200.000 82897920.000 82897920.000 78992640.000 78992640.000 78992640.000 78992640.000 78992640.000 78992640.000 78992640.000 78992640.000 78992640.000 79764480.000 79776000.000 79764480.000 80536320.000 80536320.000 81331200.000 81331200.000 81331200.000 82126080.000 82126080.000 82321920.000 82874880.000 82874880.000 82644480.000 82874880.000 82874880.000 82874880.000 82874880.000 82874880.000 82091520.000 82091520.000 82091520.000 81308160.000 85271040.000 84672000.000 84476160.000 84476160.000 83681280.000 83681280.000 83681280.000 82932480.000 82932480.000 82932480.000 82932480.000 82932480.000 82932480.000 41852160.000 82932480.000 82932480.000 82932480.000 82932480.000 82932480.000 81008640.000 40838400.000 40838400.000 40838400.000 78888960.000 40838400.000 40838400.000 40838400.000 78888960.000 40838400.000 78888960.000 78888960.000 78888960.000 78888960.000 78888960.000 78912000.000 78900480.000 78888960.000 78912000.000 78935040.000 78935040.000 78935040.000 40953600.000 78958080.000 78969600.000 75018240.000 75018240.000 75018240.000 71066880.000 71066880.000 68993280.000 67115520.000 67115520.000 63164160.000 63164160.000 63164160.000 59224320.000 59224320.000 56563200.000 56563200.000 56563200.000 53164800.000 27936000.000 25977600.000 25148160.000 49040640.000 45227520.000 45227520.000 45216000.000 42105600.000 42105600.000 42105600.000 42105600.000 42105600.000 42105600.000 42105600.000 42117120.000 42117120.000 42128640.000 42128640.000 42128640.000 42163200.000 21807360.000 21876480.000 42174720.000 21807360.000 42197760.000 21830400.000 21830400.000 21830400.000 42197760.000 21853440.000 42209280.000 42209280.000 57323520.000 66654720.000 184504320.000 60871680.000 94682880.000 138170880.000 56666880.000 50273280.000 122584320.000 58924800.000 109612800.000 77448960.000 72967680.000 68244480.000 44340480.000 44282880.000 9638553600.000
83116800.000 83520000.000 83520000.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 79891200.000 80121600.000 80121600.000 80121600.000 80121600.000 80121600.000 80904960.000 80904960.000 80904960.000 81688320.000 81688320.000 82287360.000 82483200.000 82483200.000 83278080.000 83278080.000 83278080.000 84026880.000 84026880.000 84026880.000 84026880.000 84026880.000 84026880.000 45043200.000 84026880.000 84026880.000 84026880.000 84026880.000 84026880.000 85950720.000 46056960.000 46056960.000 46056960.000 88070400.000 46056960.000 46056960.000 46056960.000 88070400.000 46056960.000 88070400.000 88070400.000 88070400.000 88070400.000 88070400.000 88070400.000 88070400.000 88070400.000 88070400.000 51920640.000 51932160.000 50722560.000 44847360.000 50699520.000 85731840.000 79718400.000 43603200.000 78681600.000 75617280.000 74396160.000 72933120.000 70536960.000 38407680.000 67495680.000 65940480.000 65952000.000 62530560.000 62058240.000 60134400.000 59040000.000 59028480.000 56689920.000 30182400.000 28166400.000 26208000.000 50065920.000 46183680.000 46183680.000 46172160.000 42992640.000 42992640.000 42992640.000 42992640.000 42992640.000 42992640.000 42992640.000 43004160.000 43004160.000 43027200.000 43027200.000 43027200.000 43038720.000 22867200.000 22982400.000 43061760.000 22867200.000 43073280.000 22867200.000 22913280.000 22913280.000 43096320.000 22982400.000 43096320.000 43096320.000 45492480.000 50572800.000 167708160.000 50595840.000 76204800.000 106053120.000 58890240.000 52266240.000 131040000.000 62012160.000 112124160.000 82805760.000 63532800.000 73785600.000 50676480.000 50480640.000 9613889280.000
83692800.000 84096000.000 84096000.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81031680.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 42796800.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 42796800.000 42796800.000 42796800.000 81273600.000 42796800.000 42796800.000 42796800.000 81273600.000 42796800.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 81273600.000 41068800.000 41068800.000 42266880.000 44167680.000 42393600.000 83623680.000 81262080.000 41103360.000 82298880.000 76861440.000 78082560.000 75098880.000 73486080.000 37370880.000 68025600.000 69569280.000 69557760.000 64546560.000 65041920.000 61228800.000 62323200.000 62334720.000 58406400.000 31726080.000 29894400.000 30124800.000 56286720.000 51909120.000 51909120.000 51897600.000 48326400.000 48326400.000 48326400.000 48326400.000 48326400.000 48326400.000 48326400.000 47473920.000 47473920.000 47485440.000 46598400.000 46598400.000 45642240.000 24341760.000 24618240.000 44812800.000 24341760.000 44352000.000 24088320.000 24088320.000 24088320.000 44064000.000 24180480.000 44087040.000 44087040.000 47612160.000 53118720.000 184504320.000 51321600.000 78750720.000 114094080.000 59788800.000 50607360.000 134426880.000 63889920.000 113552640.000 83162880.000 62599680.000 70917120.000 51701760.000 51379200.000 9640051200.000
92021760.000 92678400.000 92597760.000 89095680.000 88980480.000 88462080.000 88139520.000 88128000.000 87310080.000 66504960.000 87298560.000 65733120.000 65721600.000 86526720.000 86538240.000 86515200.000 86515200.000 86515200.000 86515200.000 86515200.000 65767680.000 86515200.000 86515200.000 85893120.000 65790720.000 82080000.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 43706880.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 43706880.000 43706880.000 43706880.000 82425600.000 43706880.000 43706880.000 43706880.000 82425600.000 43706880.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 82425600.000 42048000.000 42048000.000 42048000.000 43776000.000 42071040.000 82425600.000 78301440.000 40204800.000 78301440.000 74188800.000 74188800.000 72023040.000 70053120.000 35965440.000 65940480.000 65940480.000 65940480.000 61827840.000 61827840.000 59040000.000 59040000.000 59040000.000 56183040.000 31092480.000 29226240.000 28442880.000 52312320.000 48245760.000 48245760.000 48234240.000 44904960.000 44904960.000 44904960.000 44904960.000 44904960.000 44904960.000 44916480.000 45815040.000 45815040.000 45849600.000 46736640.000 46736640.000 47715840.000 27164160.000 27072000.000 48579840.000 27164160.000 49075200.000 27440640.000 27475200.000 27475200.000 49374720.000 27452160.000 49386240.000 49386240.000 43695360.000 46679040.000 143573760.000 47324160.000 73681920.000 103910400.000 59950080.000 51344640.000 136938240.000 62818560.000 95178240.000 83508480.000 65952000.000 76135680.000 52058880.000 51701760.000 9617863680.000
