-nan -nan
0.391 0.390
0.673 0.668
0.726 0.679
0.897 0.898
0.971 0.969
0.960 0.959
0.477 0.481
0.556 0.560
0.542 0.542
0.545 0.543
0.351 0.348
0.763 0.761
0.403 0.404
0.363 0.364
0.497 0.500
0.351 0.355
0.319 0.319
0.700 0.697
0.929 0.931
0.966 0.966
0.971 0.970
0.968 0.968
0.973 0.973
0.965 0.965
0.973 0.973
0.973 0.973
0.974 0.974
0.971 0.972
0.974 0.974
0.965 0.964
0.961 0.961
0.944 0.944
0.974 0.974
0.971 0.971
0.749 0.752
0.300 0.298
0.443 0.424
0.487 0.500
0.640 0.635
0.764 0.775
0.852 0.842
0.892 0.892
0.927 0.927
0.952 0.952
0.979 0.979
0.911 0.910
0.937 0.939
0.954 0.952
0.961 0.961
0.939 0.939
0.920 0.919
0.955 0.958
0.980 0.979
0.989 0.988
0.992 0.992
0.970 0.970
0.983 0.983
0.981 0.981
0.974 0.975
0.982 0.981
0.967 0.965
0.980 0.979
0.980 0.981
0.983 0.984
0.980 0.980
0.984 0.984
0.978 0.979
0.995 0.994
0.976 0.977
0.912 0.914
0.469 0.468
0.884 0.881
0.982 0.982
0.880 0.880
0.356 0.359
0.431 0.435
0.650 0.646
0.366 0.364
0.872 0.836
0.901 0.893
0.957 0.958
0.940 0.939
0.421 0.425
0.428 0.426
0.569 0.571
0.455 0.456
0.664 0.645
0.966 0.970
0.967 0.966
0.979 0.979
0.966 0.968
0.832 0.834
0.530 0.527
0.103 0.105
0.072 0.071
0.632 0.631
0.772 0.772
0.863 0.865
