0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
1314720.000 2306736.000 2067696.000 3466080.000 57620592.000 836640.000 836640.000 2438208.000 4111488.000 32425776.000 35461584.000 4111488.000 32927760.000 31971600.000 28768464.000 13673088.000 4171248.000 13063536.000 27991584.000 33298272.000 6418224.000 6418224.000 6418224.000 6418224.000 11485872.000 11103408.000 29676816.000 37517328.000 35903808.000 3920256.000 6573600.000 6573600.000 28111104.000 6477984.000 6310656.000 6226992.000 11199024.000 26306352.000 15011712.000 13888224.000 12525696.000 24071328.000 31290336.000 36776304.000 31529376.000 30513456.000 5808672.000 5904288.000 5820624.000 5665248.000 2605536.000 3346560.000 2808720.000 2796768.000 2964096.000 25493616.000 22529520.000 7744896.000 7960032.000 8199072.000 23999616.000 26760528.000 11246832.000 11091456.000 1613520.000 965888928.000
32258448.000 62891424.000 29772432.000 56473200.000 39668688.000 48130704.000 28397952.000 25111152.000 669312.000 33154848.000 14605344.000 11952.000 13673088.000 26150976.000 9394272.000 7493904.000 2653344.000 7529760.000 9167184.000 37182672.000 1111536.000 1111536.000 1111536.000 1099584.000 11043648.000 10398240.000 10529712.000 14497776.000 10123344.000 26306352.000 35856.000 35856.000 35724528.000 35856.000 20067408.000 20688912.000 8115408.000 8533728.000 8127360.000 8127360.000 10601424.000 7219008.000 10386288.000 11533680.000 36883872.000 39596976.000 370512.000 370512.000 370512.000 20306448.000 3896352.000 15943968.000 14545584.000 537840.000 573696.000 10744848.000 9155232.000 8402256.000 9645264.000 9633312.000 32784336.000 12884256.000 8175168.000 8103456.000 2737008.000 966618000.000
36465552.000 53389584.000 5940144.000 67648320.000 1529856.000 44306064.000 32138928.000 13218912.000 2246976.000 28732608.000 0.000 1027872.000 23772528.000 15489792.000 17294544.000 26951760.000 16816464.000 10254816.000 1362528.000 16553520.000 16254720.000 16732800.000 15430032.000 107568.000 8928144.000 9884304.000 23904000.000 21382128.000 466128.000 32700672.000 179280.000 179280.000 16230816.000 35856.000 32449680.000 14892192.000 10840464.000 18633168.000 10135296.000 10039680.000 29581200.000 1960128.000 2079648.000 21800448.000 15262704.000 16529616.000 836640.000 370512.000 370512.000 32306256.000 35856.000 29449728.000 28457712.000 35856.000 35856.000 18860256.000 17736768.000 25852176.000 8282736.000 10410192.000 14043600.000 83664.000 10195056.000 24979680.000 2569680.000 986673456.000
21035520.000 36644832.000 83664.000 67815648.000 657360.000 28935792.000 25398000.000 2665296.000 9848448.000 34027344.000 0.000 1266912.000 37660752.000 20258640.000 28529424.000 18143136.000 34278336.000 573696.000 14222880.000 83664.000 15477840.000 16051536.000 23294448.000 633456.000 13087440.000 7924176.000 32497488.000 19601280.000 442224.000 31242528.000 286848.000 286848.000 18334368.000 645408.000 31565232.000 19350288.000 5677200.000 15477840.000 14880240.000 17665056.000 17414064.000 1362528.000 17103312.000 33883920.000 633456.000 1470096.000 4972032.000 6286752.000 5115456.000 19828368.000 836640.000 32509440.000 17378208.000 1147392.000 585648.000 34338096.000 35103024.000 18394128.000 13565520.000 5234976.000 2079648.000 3131424.000 11808576.000 15310512.000 19206864.000 985251168.000
1446192.000 6537744.000 10983888.000 21824352.000 9095472.000 12250800.000 3071664.000 9250848.000 2880432.000 48465360.000 13075488.000 7816608.000 16338384.000 25804368.000 5234976.000 10111392.000 59269968.000 10804608.000 32927760.000 1852560.000 2270880.000 11952.000 2450160.000 442224.000 25398000.000 32903856.000 51548976.000 17354304.000 454176.000 13147200.000 1123488.000 9693072.000 39035232.000 9286704.000 38760336.000 24656976.000 5366448.000 13027680.000 28493568.000 31971600.000 956160.000 788832.000 39943584.000 44545104.000 6454080.000 14820480.000 4231008.000 1231056.000 5139360.000 35856.000 7410240.000 26413920.000 896400.000 6776784.000 1123488.000 31875984.000 46278144.000 11306592.000 24286464.000 4434192.000 2557728.000 3764880.000 4517856.000 179280.000 24394032.000 970801200.000
1697184.000 17258688.000 25756560.000 10828512.000 25147008.000 17151120.000 968112.000 25541424.000 17844336.000 15179040.000 17808480.000 19505664.000 21406032.000 83664.000 17653104.000 23473728.000 37983456.000 21477744.000 27931824.000 1099584.000 83664.000 633456.000 17951904.000 6418224.000 7971984.000 25660944.000 56162448.000 28218672.000 812736.000 9430128.000 597600.000 25935840.000 27023472.000 23461776.000 27549360.000 5796720.000 17127216.000 26987616.000 5199120.000 13350384.000 2497968.000 7326576.000 21680928.000 22350240.000 17820432.000 20019600.000 14234832.000 14079456.000 22684896.000 2390400.000 19589328.000 1565712.000 10015776.000 21011616.000 2760912.000 2007936.000 26975664.000 22314384.000 4792752.000 14940000.000 4661280.000 10756800.000 21370176.000 717120.000 5665248.000 986398560.000
6800688.000 46481328.000 52050960.000 764928.000 48871728.000 8438112.000 3083616.000 33071184.000 788832.000 30238560.000 1266912.000 729072.000 34278336.000 478080.000 2055744.000 3059712.000 3968064.000 9669168.000 32676768.000 4924224.000 466128.000 1207152.000 6764832.000 57166416.000 5043744.000 29999520.000 44497296.000 4422240.000 525888.000 836640.000 5378400.000 48298032.000 29389968.000 54058896.000 42812064.000 0.000 4577616.000 54381600.000 3298752.000 41294160.000 5928192.000 3095568.000 2916288.000 5067648.000 11306592.000 800784.000 2796768.000 42632784.000 43421616.000 35856.000 2019888.000 3621456.000 34875936.000 2737008.000 1482048.000 4661280.000 2629440.000 1912320.000 3286800.000 179280.000 717120.000 752976.000 16565472.000 6788736.000 6131376.000 964478592.000
10601424.000 49959360.000 37780272.000 3884400.000 11952.000 0.000 1816704.000 370512.000 4003920.000 6334560.000 1207152.000 27477648.000 9071568.000 346608.000 12346416.000 5246928.000 24513552.000 8701056.000 8916192.000 10350432.000 382464.000 1362528.000 3776832.000 59485104.000 2617488.000 35545248.000 50521104.000 31613040.000 2808720.000 3848544.000 30417840.000 1924272.000 2246976.000 49935456.000 2330640.000 0.000 35856.000 41760288.000 13195008.000 7207056.000 15023664.000 18896112.000 83664.000 30501504.000 23951808.000 3717072.000 1266912.000 54465264.000 47425536.000 490032.000 32915808.000 29903904.000 370512.000 1039824.000 5151312.000 22971744.000 3298752.000 2043792.000 24668928.000 537840.000 3513888.000 537840.000 26198784.000 27477648.000 19505664.000 959912928.000
3956112.000 33573168.000 2139408.000 6728976.000 24011568.000 15633216.000 28326240.000 3370464.000 15382224.000 17354304.000 5390352.000 752976.000 39130848.000 836640.000 24190848.000 19505664.000 16792560.000 2127456.000 42943536.000 29664864.000 848592.000 4123440.000 38604960.000 42919632.000 18549504.000 37481472.000 9728928.000 21143088.000 6011856.000 6346512.000 29927808.000 38808144.000 2976048.000 1768896.000 35688672.000 1613520.000 24633072.000 3872448.000 1984032.000 39561120.000 14784624.000 2545776.000 5545728.000 2713104.000 31015440.000 30680784.000 23067360.000 1709136.000 23330304.000 2151360.000 2964096.000 2438208.000 3466080.000 6597504.000 30298320.000 16290576.000 4637376.000 4995936.000 18549504.000 1326672.000 5880384.000 1362528.000 7756848.000 2545776.000 25768512.000 970825104.000
