0.000 0.000 0.000
25911936.000 8222976.000 34134912.000
21979728.000 17688960.000 39668688.000
1458144.000 57142512.000 58600656.000
43349904.000 52732224.000 96082128.000
53198352.000 35162784.000 88361136.000
45919584.000 42620832.000 88540416.000
40839984.000 49445424.000 90285408.000
43816032.000 46553040.000 90369072.000
57513024.000 32318208.000 89831232.000
48979296.000 39620880.000 88600176.000
41808096.000 46433520.000 88241616.000
39106944.000 52576848.000 91683792.000
59568768.000 30214656.000 89783424.000
50282064.000 37696608.000 87978672.000
43457472.000 44521200.000 87978672.000
39728448.000 51262128.000 90990576.000
58385520.000 32640912.000 91026432.000
45549072.000 36011376.000 81560448.000
47138688.000 42608880.000 89747568.000
41820048.000 49421520.000 91241568.000
51776064.000 39632832.000 91408896.000
50031072.000 34051248.000 84082320.000
45429552.000 41114880.000 86544432.000
42871824.000 47760192.000 90632016.000
43768224.000 46935504.000 90703728.000
54345744.000 32007456.000 86353200.000
48907584.000 39417696.000 88325280.000
41150736.000 46325952.000 87476688.000
36764352.000 52935408.000 89699760.000
59246064.000 31290336.000 90536400.000
46529136.000 37636848.000 84165984.000
40839984.000 44449488.000 85289472.000
40541184.000 51118704.000 91659888.000
37565136.000 37971504.000 75536640.000
54441360.000 35389872.000 89831232.000
46373760.000 42393744.000 88767504.000
40206528.000 49218336.000 89424864.000
60357600.000 33298272.000 93655872.000
51393600.000 34708608.000 86102208.000
46314000.000 41545152.000 87859152.000
40911696.000 48477312.000 89389008.000
52062912.000 40744368.000 92807280.000
54309888.000 33202656.000 87512544.000
45740304.000 40445568.000 86185872.000
43314048.000 47138688.000 90452736.000
45931536.000 44078976.000 90010512.000
58469184.000 31338144.000 89807328.000
49015152.000 38581056.000 87596208.000
44939520.000 45298080.000 90237600.000
39094992.000 50807952.000 89902944.000
62257968.000 29330208.000 91588176.000
49636656.000 36549216.000 86185872.000
41688576.000 43445520.000 85134096.000
40995360.000 50019120.000 91014480.000
55947312.000 35079120.000 91026432.000
48513168.000 34875936.000 83389104.000
43899696.000 41832000.000 85731696.000
41353920.000 48489264.000 89843184.000
47282112.000 42118848.000 89400960.000
56114640.000 32485536.000 88600176.000
47234304.000 39668688.000 86902992.000
44509248.000 46421568.000 90930816.000
41652720.000 48764160.000 90416880.000
56377584.000 30716640.000 87094224.000
50389632.000 37899792.000 88289424.000
45262224.000 44652672.000 89914896.000
36417744.000 51632640.000 88050384.000
58947264.000 32688720.000 91635984.000
46158624.000 35951616.000 82110240.000
47700432.000 42632784.000 90333216.000
38676672.000 49684464.000 88361136.000
52242192.000 39405744.000 91647936.000
50927472.000 33501456.000 84428928.000
45572976.000 40612896.000 86185872.000
42274224.000 47389680.000 89663904.000
42800112.000 46445472.000 89245584.000
58505040.000 30931776.000 89436816.000
49361760.000 38485440.000 87847200.000
43302096.000 45214416.000 88516512.000
38724480.000 51859728.000 90584208.000
58815792.000 30154896.000 88970688.000
45357840.000 36668736.000 82026576.000
45656640.000 43278192.000 88934832.000
41031216.000 50102784.000 91134000.000
54309888.000 36632880.000 90942768.000
47640672.000 34565184.000 82205856.000
48859776.000 41222448.000 90082224.000
42979392.000 48047040.000 91026432.000
47294064.000 43481376.000 90775440.000
52409520.000 32306256.000 84715776.000
51811920.000 39262320.000 91074240.000
44975376.000 46015200.000 90990576.000
39883824.000 50222304.000 90106128.000
62389440.000 29808288.000 92197728.000
49875696.000 37182672.000 87058368.000
40600944.000 44126784.000 84727728.000
39871872.000 50628672.000 90500544.000
56473200.000 33800256.000 90273456.000
