0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
836640.000 836640.000 836640.000 836640.000 60046848.000 61182288.000 61026912.000 60106608.000 245709216.000
14330448.000 14330448.000 14330448.000 14330448.000 97277328.000 44389728.000 79182000.000 95890896.000 374061744.000
38820096.000 37947600.000 38640816.000 37720512.000 62998992.000 13326480.000 60022944.000 61803792.000 351281232.000
42573024.000 42190560.000 42417648.000 41951520.000 55768032.000 58672368.000 55935360.000 56461248.000 395969760.000
47007216.000 46505232.000 46804032.000 46397664.000 49923504.000 60835680.000 50317920.000 48716352.000 396507600.000
50043024.000 48800016.000 49959360.000 48572928.000 52062912.000 47174544.000 52290000.000 51094800.000 399997584.000
48214368.000 44306064.000 48094848.000 43947504.000 53198352.000 49230288.000 44545104.000 52684416.000 384220944.000
38640816.000 26127072.000 38521296.000 25971696.000 56795904.000 52959312.000 43744320.000 55708272.000 338468688.000
41067072.000 28684800.000 40947552.000 28565280.000 56939328.000 54142560.000 46457424.000 55875600.000 352679616.000
42262272.000 29700720.000 42166656.000 29533392.000 57262032.000 54513072.000 47628720.000 56102688.000 359169552.000
43684560.000 30692736.000 43397712.000 30788352.000 56807856.000 54082800.000 47401632.000 55732176.000 362587824.000
41891760.000 32545296.000 41772240.000 32401872.000 57919392.000 54357696.000 47724336.000 56831760.000 365444352.000
44246304.000 32784336.000 44126784.000 32640912.000 59234112.000 54166464.000 46947456.000 58003056.000 372149424.000
44879760.000 32509440.000 44867808.000 32162832.000 61684272.000 55301904.000 47497248.000 60692256.000 379595520.000
45357840.000 30358080.000 45190512.000 30190752.000 61755984.000 58433328.000 49433472.000 64660320.000 385380288.000
44186544.000 31326192.000 44090928.000 31182768.000 55481184.000 62903376.000 52612704.000 71783712.000 393567408.000
44664624.000 31840128.000 44569008.000 31684752.000 60991056.000 67672224.000 57166416.000 60345648.000 398933856.000
45238320.000 32581152.000 45023184.000 32413824.000 63620496.000 56795904.000 62592624.000 61732080.000 399997584.000
45728352.000 33274368.000 45596880.000 33453648.000 65783808.000 62771904.000 61576704.000 51811920.000 399997584.000
46015200.000 36238464.000 45919584.000 36118944.000 59401440.000 59042880.000 58708224.000 55827792.000 397272528.000
47712384.000 38138832.000 47616768.000 37720512.000 53329824.000 53174448.000 64146384.000 57823776.000 399662928.000
52839792.000 38796192.000 52708320.000 38664720.000 55086768.000 55122624.000 49648608.000 57142512.000 400009536.000
55206288.000 43684560.000 55170432.000 43517232.000 44341920.000 44318016.000 55756080.000 46995264.000 388989792.000
52313904.000 43493328.000 52230240.000 43433568.000 46063008.000 46086912.000 55612656.000 50927472.000 390161088.000
36142848.000 32389920.000 35963568.000 32401872.000 48979296.000 48991248.000 45321984.000 55971216.000 336161952.000
33322176.000 27680832.000 33298272.000 27166896.000 50258160.000 50258160.000 46457424.000 59532912.000 327974832.000
35138880.000 29115072.000 35114976.000 29880000.000 50521104.000 50521104.000 49266144.000 60453216.000 340010496.000
34660800.000 30393936.000 34792272.000 29927808.000 50521104.000 50521104.000 49839840.000 61277904.000 341934768.000
37099008.000 30931776.000 36919728.000 30501504.000 50987232.000 50975280.000 50843808.000 61158384.000 349416720.000
36166752.000 31864032.000 36178704.000 31744512.000 51979248.000 51991200.000 50473296.000 61672320.000 352070064.000
36059184.000 31601088.000 34612992.000 31887936.000 54118656.000 54094752.000 50987232.000 61875504.000 355237344.000
36465552.000 30812256.000 36346032.000 30764448.000 57345696.000 57369600.000 50999184.000 63596592.000 363699360.000
36250416.000 30609072.000 36178704.000 30561264.000 62497008.000 62461152.000 52839792.000 65652336.000 377049744.000
36836064.000 31374000.000 36943632.000 31326192.000 67827600.000 67803696.000 54513072.000 67982976.000 394607232.000
36943632.000 31326192.000 38162736.000 31493520.000 61265952.000 59652432.000 60787872.000 76301568.000 395933904.000
38019312.000 31756464.000 38258352.000 31804272.000 62246016.000 62819712.000 66477024.000 68616432.000 399997584.000
38903760.000 33704640.000 37768320.000 33286320.000 66799728.000 66644352.000 56963232.000 65939184.000 400009536.000
40242384.000 36405792.000 40015296.000 36023328.000 56939328.000 56760048.000 62915328.000 56401488.000 385702992.000
42047136.000 38879856.000 41581008.000 39154752.000 56556864.000 56425392.000 66680208.000 57620592.000 398945808.000
45752256.000 40995360.000 45584928.000 41222448.000 57226176.000 57106656.000 54070848.000 58038912.000 399997584.000
49576896.000 34852032.000 49433472.000 40003344.000 55959264.000 58254048.000 54130608.000 56305872.000 398515536.000
54513072.000 33680736.000 55050912.000 34589088.000 46409616.000 61720128.000 58277952.000 47102832.000 391344336.000
55409472.000 36286272.000 55062864.000 37254384.000 48907584.000 52672464.000 57871584.000 49433472.000 392898096.000
45011232.000 40146768.000 39573072.000 41186592.000 51752160.000 50246208.000 60345648.000 52421472.000 380683152.000
47401632.000 42310080.000 34887888.000 42561072.000 52325856.000 55361664.000 60441264.000 52935408.000 388224864.000
52146576.000 44329968.000 34099056.000 44736336.000 52062912.000 58242096.000 59987088.000 52803936.000 398407968.000
55660464.000 43804080.000 34122960.000 44628768.000 51357744.000 58947264.000 59413392.000 52062912.000 399997584.000
38951568.000 43039152.000 26688816.000 45417600.000 52397568.000 61014960.000 61576704.000 53186400.000 382272768.000
29724624.000 43804080.000 29485584.000 45154656.000 53736192.000 61660368.000 64564704.000 54417456.000 382547664.000
30788352.000 44963424.000 30919824.000 46110816.000 55421424.000 61313760.000 68437152.000 56078784.000 394033536.000
34254432.000 42895728.000 31840128.000 43708464.000 58086720.000 60369552.000 69584544.000 58612608.000 399352176.000
35162784.000 43744320.000 30130992.000 44808048.000 62951184.000 61552800.000 58325760.000 63321696.000 399997584.000
26449776.000 45979344.000 29880000.000 46421568.000 68927184.000 63500976.000 65425248.000 51919488.000 398503584.000
27071280.000 45549072.000 30621024.000 46290096.000 58122576.000 67206096.000 66548736.000 58600656.000 400009536.000
26652960.000 46804032.000 31230576.000 48035088.000 65186208.000 63441216.000 55003104.000 63572688.000 399925872.000
26951760.000 47485296.000 32640912.000 49457376.000 60680304.000 58851648.000 58361616.000 65568672.000 399997584.000
27943776.000 50174496.000 32975568.000 50819904.000 53748144.000 64385424.000 60632496.000 59317776.000 399997584.000
29569248.000 52433424.000 33561216.000 53329824.000 57178368.000 60775920.000 61732080.000 51417504.000 399997584.000
30166848.000 56748096.000 31875984.000 56963232.000 57907440.000 52337808.000 59939280.000 54070848.000 400009536.000
30166848.000 43481376.000 34122960.000 44222400.000 60704208.000 57369600.000 48429504.000 57620592.000 376117488.000
30130992.000 33202656.000 36154800.000 33178752.000 62066736.000 60250032.000 55528992.000 59317776.000 369830736.000
29796336.000 34254432.000 40063104.000 34075152.000 62030880.000 61158384.000 59461200.000 59437296.000 380276784.000
