-nan -nan
0.059 0.050
0.095 0.089
0.106 0.101
0.170 0.164
0.236 0.235
0.246 0.248
0.248 0.247
0.246 0.248
0.248 0.247
0.246 0.243
0.248 0.248
0.247 0.247
0.247 0.249
0.248 0.247
0.246 0.249
0.248 0.247
0.246 0.248
0.248 0.248
0.247 0.246
0.247 0.248
0.248 0.245
0.246 0.246
0.248 0.247
0.246 0.248
0.248 0.248
0.247 0.247
0.248 0.249
0.248 0.247
0.247 0.249
0.248 0.247
0.246 0.247
0.248 0.248
0.247 0.243
0.248 0.248
0.247 0.247
0.247 0.249
0.248 0.247
0.246 0.249
0.248 0.248
0.246 0.248
0.248 0.248
0.247 0.246
0.247 0.248
0.248 0.245
0.246 0.246
0.248 0.247
0.246 0.248
0.248 0.248
0.247 0.247
0.247 0.249
0.248 0.247
0.246 0.249
0.248 0.247
0.246 0.247
0.248 0.248
0.247 0.243
0.248 0.248
0.247 0.247
0.247 0.249
0.248 0.247
0.246 0.248
0.248 0.248
0.247 0.248
0.248 0.248
0.247 0.246
0.247 0.248
0.348 0.345
0.368 0.349
0.355 0.352
0.354 0.355
0.354 0.351
0.352 0.353
0.354 0.355
0.353 0.354
0.354 0.355
0.353 0.354
0.354 0.355
0.354 0.354
0.352 0.353
0.354 0.350
0.353 0.354
0.354 0.355
0.353 0.348
0.354 0.355
0.354 0.354
0.353 0.355
0.354 0.355
0.352 0.355
0.354 0.354
0.353 0.353
0.354 0.352
0.354 0.352
0.353 0.355
0.354 0.352
0.352 0.352
0.354 0.355
0.353 0.354
0.354 0.355
