-nan -nan
1.000 0.864
0.996 0.972
0.980 0.981
0.985 0.988
0.988 0.985
0.970 0.973
0.975 0.978
0.997 0.996
0.999 0.999
0.991 0.991
0.999 0.998
0.989 0.990
0.984 0.985
0.997 0.997
0.993 0.993
0.991 0.991
0.982 0.987
0.997 0.998
0.997 0.997
0.995 0.994
0.998 0.998
0.989 0.988
0.987 0.986
0.995 0.996
0.994 0.994
0.993 0.992
0.993 0.993
0.997 0.997
0.994 0.996
0.994 0.994
0.997 0.998
0.994 0.993
0.996 0.995
0.992 0.993
0.996 0.996
0.997 0.997
0.990 0.990
0.996 0.997
0.993 0.995
0.983 0.987
0.981 0.984
0.997 0.997
0.995 0.995
0.991 0.991
0.998 0.998
0.992 0.992
0.996 0.997
0.996 0.997
0.992 0.992
0.996 0.996
0.993 0.994
0.996 0.996
0.997 0.998
0.989 0.991
0.997 0.998
0.993 0.996
0.997 0.998
0.995 0.996
0.992 0.992
0.999 0.999
0.991 0.992
0.999 0.999
0.994 0.994
0.996 0.996
0.997 0.998
0.992 0.992
0.996 0.996
0.993 0.995
0.995 0.996
0.989 0.990
0.983 0.983
0.999 0.999
0.992 0.995
0.991 0.994
0.989 0.990
0.996 0.995
0.996 0.995
0.994 0.994
0.998 0.998
0.993 0.994
0.996 0.996
0.997 0.997
0.991 0.991
0.991 0.990
0.993 0.993
0.995 0.995
0.997 0.998
0.994 0.994
0.999 0.999
0.993 0.994
0.988 0.990
0.987 0.989
0.995 0.995
0.992 0.992
0.981 0.980
0.998 0.998
0.994 0.995
0.992 0.992
