-nan -nan
0.979 0.979
0.989 0.957
0.992 0.992
0.996 0.996
0.997 0.997
0.999 0.999
1.000 1.000
0.999 0.999
0.999 0.999
0.998 0.998
1.000 1.000
0.999 0.999
0.999 1.000
0.999 0.999
0.999 0.999
0.999 0.998
0.999 0.999
1.000 1.000
0.999 0.999
0.999 1.000
0.998 0.998
0.999 0.999
0.999 1.000
0.999 0.999
0.999 0.999
1.000 1.000
0.998 0.998
0.999 1.000
1.000 1.000
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
1.000 1.000
0.999 0.999
0.998 0.998
0.999 0.999
1.000 1.000
0.999 0.999
0.999 0.999
0.999 1.000
0.999 0.999
0.998 0.998
1.000 1.000
0.999 0.999
0.999 0.999
0.999 1.000
0.998 0.998
0.999 0.999
1.000 1.000
1.000 1.000
0.999 0.999
0.999 0.999
0.998 0.998
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
1.000 1.000
0.998 0.998
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
1.000 1.000
0.999 0.999
0.998 0.998
0.999 0.999
0.999 0.999
1.000 1.000
0.999 0.999
1.000 1.000
0.998 0.998
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.998 0.998
0.999 0.999
0.999 1.000
0.999 0.999
1.000 0.999
0.998 0.998
1.000 1.000
1.000 1.000
1.000 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 1.000
1.000 1.000
0.999 1.000
