0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
8928000.000 6082560.000 3225600.000 3075840.000 2995200.000 2995200.000 2995200.000 2845440.000 6739200.000 5944320.000 5932800.000 3329280.000 2822400.000 5391360.000 4412160.000 3352320.000 3559680.000 3559680.000 78186240.000
12821760.000 5783040.000 2707200.000 2695680.000 2592000.000 2592000.000 2592000.000 2384640.000 9953280.000 8812800.000 8812800.000 161280.000 161280.000 7568640.000 6174720.000 4469760.000 4250880.000 4135680.000 88669440.000
12648960.000 5391360.000 1866240.000 1762560.000 1658880.000 1658880.000 1658880.000 1451520.000 10886400.000 9745920.000 9745920.000 10368000.000 8628480.000 8386560.000 6992640.000 5472000.000 4907520.000 5022720.000 108253440.000
11715840.000 4458240.000 1002240.000 944640.000 898560.000 898560.000 898560.000 840960.000 11750400.000 10609920.000 10195200.000 5184000.000 5184000.000 8305920.000 7246080.000 6082560.000 5080320.000 5080320.000 96376320.000
10782720.000 3525120.000 829440.000 829440.000 806400.000 806400.000 771840.000 737280.000 11197440.000 9780480.000 10206720.000 5333760.000 6048000.000 10056960.000 8064000.000 6451200.000 5080320.000 5080320.000 96387840.000
11784960.000 2983680.000 967680.000 921600.000 944640.000 944640.000 979200.000 1013760.000 16542720.000 7603200.000 7603200.000 4435200.000 8616960.000 6842880.000 6082560.000 5195520.000 6462720.000 6462720.000 96387840.000
9296640.000 1555200.000 921600.000 921600.000 921600.000 921600.000 921600.000 921600.000 16185600.000 8121600.000 8121600.000 5230080.000 9031680.000 7395840.000 6739200.000 5909760.000 6635520.000 6635520.000 96387840.000
8121600.000 956160.000 875520.000 921600.000 921600.000 910080.000 898560.000 910080.000 15471360.000 8202240.000 8202240.000 5598720.000 9020160.000 7568640.000 6958080.000 6220800.000 7315200.000 7315200.000 96387840.000
7315200.000 875520.000 875520.000 852480.000 829440.000 840960.000 852480.000 840960.000 18259200.000 7752960.000 7752960.000 5160960.000 7914240.000 7292160.000 6186240.000 5667840.000 8547840.000 8559360.000 96376320.000
6163200.000 1013760.000 967680.000 990720.000 1013760.000 1013760.000 1013760.000 1013760.000 21288960.000 6577920.000 6577920.000 5034240.000 6416640.000 6140160.000 5829120.000 5402880.000 9964800.000 9964800.000 96387840.000
5011200.000 875520.000 921600.000 921600.000 921600.000 921600.000 921600.000 921600.000 20528640.000 7084800.000 7084800.000 5080320.000 7511040.000 6739200.000 6485760.000 5852160.000 9584640.000 9020160.000 96387840.000
3525120.000 829440.000 829440.000 829440.000 829440.000 829440.000 829440.000 829440.000 19353600.000 7361280.000 7361280.000 6013440.000 7672320.000 7050240.000 6773760.000 6520320.000 9480960.000 9469440.000 96387840.000
2592000.000 829440.000 829440.000 829440.000 829440.000 829440.000 817920.000 829440.000 19491840.000 7303680.000 7303680.000 6163200.000 8352000.000 6969600.000 6428160.000 5806080.000 8778240.000 9354240.000 94337280.000
1912320.000 1013760.000 1013760.000 1013760.000 1013760.000 1013760.000 1002240.000 1013760.000 24629760.000 6071040.000 6071040.000 5575680.000 6474240.000 5909760.000 5817600.000 5817600.000 11531520.000 11531520.000 98426880.000
