-nan -nan
0.885 0.867
0.755 0.679
0.703 0.727
0.652 0.661
0.651 0.660
0.626 0.621
0.628 0.630
0.630 0.637
0.595 0.592
0.552 0.543
0.562 0.555
0.566 0.565
0.550 0.553
0.445 0.475
0.467 0.459
0.490 0.474
0.527 0.529
0.550 0.542
0.563 0.565
0.572 0.570
0.582 0.585
0.580 0.568
0.554 0.572
0.595 0.577
0.585 0.587
0.574 0.596
0.568 0.543
0.548 0.561
0.557 0.567
0.592 0.566
0.463 0.490
0.542 0.521
0.525 0.544
0.568 0.558
0.504 0.526
0.528 0.510
0.517 0.513
0.542 0.561
0.505 0.479
0.500 0.510
0.521 0.507
0.449 0.468
0.459 0.444
0.447 0.464
0.419 0.407
0.428 0.429
0.433 0.446
0.420 0.431
0.380 0.363
0.416 0.417
0.459 0.444
0.468 0.499
0.414 0.398
0.430 0.436
0.452 0.459
0.433 0.427
0.406 0.405
0.407 0.421
0.475 0.459
0.343 0.345
0.365 0.381
0.406 0.407
0.382 0.377
0.363 0.367
0.391 0.385
0.408 0.381
0.407 0.407
0.420 0.420
0.362 0.388
0.339 0.330
0.397 0.383
0.399 0.401
0.361 0.385
0.352 0.347
0.383 0.385
0.401 0.373
0.370 0.370
0.370 0.383
0.408 0.418
0.347 0.352
0.336 0.335
0.366 0.362
0.422 0.419
0.365 0.366
0.381 0.387
0.408 0.401
0.384 0.390
0.377 0.360
0.394 0.397
0.429 0.444
0.415 0.424
0.381 0.382
0.419 0.390
0.422 0.449
0.439 0.410
0.411 0.413
0.434 0.465
0.479 0.450
