-nan -nan
0.751 0.749
0.524 0.523
0.317 0.317
0.221 0.221
0.166 0.166
0.132 0.132
0.106 0.107
0.089 0.090
0.080 0.079
0.068 0.069
0.061 0.061
0.056 0.056
0.052 0.052
0.049 0.049
0.047 0.046
0.044 0.045
0.043 0.042
0.040 0.040
0.038 0.038
0.037 0.037
0.035 0.036
0.034 0.034
0.033 0.033
0.032 0.032
0.030 0.031
0.030 0.030
0.029 0.029
0.032 0.032
0.041 0.041
0.040 0.040
0.038 0.038
0.037 0.037
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.032 0.032
0.032 0.032
0.031 0.031
0.030 0.030
0.030 0.030
0.029 0.029
0.028 0.029
0.030 0.030
0.042 0.042
0.040 0.040
0.039 0.039
0.037 0.037
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.032 0.032
0.032 0.032
0.031 0.031
0.030 0.030
0.030 0.030
0.029 0.029
0.029 0.029
0.028 0.028
0.042 0.042
0.040 0.040
0.039 0.039
0.037 0.038
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.033 0.033
0.032 0.032
0.031 0.031
0.031 0.030
0.030 0.030
0.029 0.029
0.029 0.029
0.028 0.028
0.039 0.039
0.040 0.040
0.039 0.039
0.038 0.038
0.037 0.037
0.036 0.036
0.034 0.034
0.033 0.034
0.033 0.033
0.032 0.032
0.031 0.031
0.031 0.031
0.030 0.030
0.029 0.029
0.029 0.029
0.028 0.028
0.036 0.036
0.041 0.041
0.039 0.039
0.038 0.038
0.037 0.037
0.036 0.036
