-nan -nan
0.430 0.432
0.870 0.870
0.089 0.088
0.044 0.045
0.040 0.039
0.037 0.037
0.034 0.035
0.041 0.040
0.046 0.046
0.043 0.043
0.042 0.042
0.040 0.040
0.041 0.041
0.039 0.040
0.041 0.040
0.040 0.040
0.040 0.039
0.039 0.039
0.038 0.039
0.037 0.037
0.035 0.035
0.043 0.043
0.042 0.043
0.039 0.038
0.036 0.037
0.036 0.035
0.034 0.034
0.034 0.034
0.034 0.033
0.033 0.033
0.033 0.033
0.033 0.033
0.045 0.045
0.041 0.041
0.038 0.038
0.035 0.036
0.035 0.034
0.034 0.034
0.034 0.033
0.041 0.041
0.042 0.042
0.038 0.038
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.034
0.033 0.033
0.033 0.033
0.033 0.033
0.034 0.034
0.044 0.044
0.039 0.040
0.037 0.037
0.035 0.035
0.033 0.034
0.034 0.033
0.033 0.033
0.043 0.042
0.042 0.041
0.037 0.037
0.036 0.036
0.034 0.034
0.034 0.034
0.033 0.033
0.038 0.039
0.042 0.043
0.038 0.038
0.037 0.037
0.035 0.035
0.033 0.033
0.033 0.033
0.035 0.035
0.045 0.045
0.040 0.040
0.037 0.037
0.035 0.035
0.035 0.034
0.034 0.034
0.033 0.033
0.043 0.043
0.040 0.041
0.038 0.038
0.035 0.035
0.034 0.035
0.033 0.033
0.033 0.033
0.039 0.038
0.043 0.043
0.039 0.039
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.035 0.035
0.044 0.044
0.039 0.040
0.037 0.037
0.035 0.035
