-nan -nan
1.000 0.914
0.879 0.776
0.750 0.712
0.891 0.821
0.702 0.772
0.743 0.655
0.780 0.807
0.790 0.821
0.807 0.790
0.835 0.799
0.828 0.819
0.773 0.817
0.728 0.743
0.724 0.721
0.745 0.740
0.767 0.762
0.788 0.783
0.805 0.803
0.853 0.846
0.911 0.908
0.910 0.908
0.891 0.896
0.871 0.884
0.851 0.870
0.862 0.829
0.854 0.840
0.839 0.846
0.900 0.926
0.925 0.870
0.900 0.941
0.945 0.922
0.940 0.958
0.955 0.938
0.946 0.940
0.930 0.961
0.944 0.929
0.925 0.922
0.940 0.952
0.928 0.931
0.953 0.935
0.945 0.960
0.926 0.933
0.933 0.937
0.943 0.951
0.952 0.933
0.915 0.920
0.917 0.931
0.918 0.881
0.887 0.918
0.931 0.916
0.905 0.915
0.926 0.934
0.867 0.857
0.823 0.851
0.835 0.816
0.847 0.839
0.851 0.890
0.839 0.806
0.808 0.798
0.782 0.801
0.803 0.838
0.827 0.794
0.774 0.776
0.762 0.742
0.764 0.783
0.764 0.784
0.793 0.778
0.827 0.796
0.821 0.815
0.747 0.800
0.821 0.798
0.761 0.770
0.845 0.798
0.777 0.844
0.803 0.788
0.834 0.797
0.849 0.827
0.753 0.815
0.754 0.761
0.771 0.690
0.646 0.703
0.684 0.674
0.608 0.652
0.540 0.547
0.551 0.547
0.574 0.576
0.596 0.603
0.610 0.616
0.638 0.639
0.650 0.650
0.669 0.665
0.716 0.722
0.745 0.757
0.757 0.780
0.788 0.745
0.782 0.757
0.806 0.819
0.787 0.818
