-nan -nan
0.912 0.915
0.912 0.904
0.867 0.880
0.869 0.884
0.899 0.905
0.910 0.889
0.931 0.915
0.921 0.943
0.951 0.929
0.941 0.975
0.969 0.937
0.968 0.966
0.961 0.959
0.922 0.956
0.961 0.931
0.951 0.956
0.973 0.966
0.970 0.971
0.986 0.986
0.968 0.988
0.980 0.967
0.952 0.930
0.927 0.932
0.944 0.963
0.968 0.946
0.968 0.969
0.972 0.985
0.973 0.971
0.988 0.981
0.926 0.927
0.896 0.911
0.914 0.927
0.932 0.918
0.936 0.957
0.952 0.929
0.968 0.967
0.955 0.972
0.889 0.900
0.923 0.888
0.912 0.916
0.941 0.938
0.945 0.942
0.936 0.943
0.969 0.962
0.968 0.978
0.884 0.891
0.880 0.902
0.900 0.902
0.928 0.889
0.931 0.932
0.938 0.962
0.953 0.929
0.962 0.980
0.916 0.894
0.873 0.873
0.889 0.889
0.885 0.920
0.919 0.920
0.946 0.915
0.927 0.955
0.953 0.957
0.901 0.898
0.853 0.841
0.866 0.850
0.863 0.874
0.893 0.869
0.902 0.909
0.809 0.822
0.766 0.762
0.809 0.801
0.813 0.842
0.837 0.815
0.770 0.754
0.770 0.845
0.630 0.588
0.579 0.620
0.644 0.589
0.636 0.649
0.651 0.638
0.659 0.733
0.709 0.682
0.630 0.686
0.518 0.447
0.526 0.516
0.500 0.585
0.609 0.549
0.523 0.522
0.584 0.621
0.380 0.374
0.401 0.422
0.430 0.399
0.436 0.481
0.526 0.450
0.521 0.521
0.408 0.408
0.310 0.323
0.337 0.323
0.402 0.402
